time,06H,06V,10H,10V,19H,19V,37H,37V,melt_asc,melt_asc20,melt_asc30,melt_dsc,inc,x,y,01H,01V,lat,lon,t2m
2012-10-01,200.5,230.2,210.9,239.79999,216.7,246.0,214.0,242.59999,0,0,0,0,52.5,112.0,215.0,207.79443,240.93753,-71.22690057963595,-6.648645183268904,253.24286
2012-10-02,201.4,231.0,212.59999,240.4,218.29999,246.4,214.79999,241.59999,0,0,0,0,52.5,112.0,215.0,203.71104,237.72089,-71.22690057963595,-6.648645183268904,253.48474
2012-10-03,202.8,232.7,212.79999,241.09999,218.09999,246.29999,215.4,242.0,0,0,0,0,52.5,112.0,215.0,205.50554,241.18777,-71.22690057963595,-6.648645183268904,257.6531
2012-10-04,201.0,230.09999,211.79999,239.7,219.59999,247.2,216.9,242.7,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,259.22247
2012-10-05,201.59999,231.79999,212.2,241.0,217.29999,246.2,215.4,242.4,0,0,0,0,52.5,112.0,215.0,204.71205,237.65373,-71.22690057963595,-6.648645183268904,255.21552
2012-10-06,203.0,231.79999,212.29999,240.2,217.09999,245.7,214.7,241.59999,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,253.1165
2012-10-07,202.0,231.79999,212.29999,240.59999,219.2,246.7,217.59999,242.7,0,0,0,0,52.5,112.0,215.0,203.34483,239.27731,-71.22690057963595,-6.648645183268904,254.06992
2012-10-08,202.09999,230.79999,212.2,239.59999,218.09999,246.0,216.0,242.09999,0,0,0,0,52.5,112.0,215.0,206.01825,240.79715,-71.22690057963595,-6.648645183268904,254.62721
2012-10-09,202.2,231.0,212.79999,240.0,219.5,245.4,218.59999,241.7,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,255.93936
2012-10-10,203.5,233.29999,213.5,241.5,220.59999,247.59999,221.0,243.5,0,0,0,0,52.5,112.0,215.0,205.66423,239.62523,-71.22690057963595,-6.648645183268904,257.3855
2012-10-11,199.9,230.2,210.79999,239.9,216.9,245.2,216.09999,242.2,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,258.73776
2012-10-12,203.2,233.0,213.7,241.79999,218.9,246.4,219.2,243.59999,0,0,0,0,52.5,112.0,215.0,203.61949,241.8653,-71.22690057963595,-6.648645183268904,260.57162
2012-10-13,201.59999,229.59999,211.7,239.29999,218.7,245.9,218.5,242.79999,0,0,0,0,52.5,112.0,215.0,204.767,238.38618,-71.22690057963595,-6.648645183268904,260.8205
2012-10-14,204.2,232.7,214.59999,241.2,222.9,247.59999,224.7,244.59999,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,260.25574
2012-10-15,204.2,230.9,214.79999,240.09999,221.79999,245.9,221.7,242.29999,0,0,0,0,52.5,112.0,215.0,205.89618,242.73203,-71.22690057963595,-6.648645183268904,259.88205
2012-10-16,203.3,231.9,213.29999,240.59999,222.09999,246.79999,222.5,243.29999,0,0,0,0,52.5,112.0,215.0,201.70293,241.77374,-71.22690057963595,-6.648645183268904,258.7671
2012-10-17,202.09999,230.79999,213.4,240.7,220.79999,245.9,223.4,242.9,0,0,0,0,52.5,112.0,215.0,203.61339,239.12473,-71.22690057963595,-6.648645183268904,258.7758
2012-10-18,202.8,231.09999,213.4,240.09999,222.5,246.0,222.29999,242.2,0,0,0,0,52.5,112.0,215.0,206.0976,239.13083,-71.22690057963595,-6.648645183268904,263.88443
2012-10-19,204.3,233.7,214.0,241.4,220.4,247.59999,220.9,244.59999,0,0,0,0,52.5,112.0,215.0,204.9501,238.61201,-71.22690057963595,-6.648645183268904,263.6413
2012-10-20,201.8,231.29999,212.9,240.9,219.9,247.29999,221.09999,244.79999,0,0,0,0,52.5,112.0,215.0,203.83923,237.47063,-71.22690057963595,-6.648645183268904,265.23468
2012-10-21,202.8,233.2,212.7,241.79999,218.59999,247.5,219.5,245.0,0,0,0,0,52.5,112.0,215.0,205.83514,239.97925,-71.22690057963595,-6.648645183268904,259.41437
2012-10-22,203.8,232.9,213.0,241.09999,218.5,246.7,219.0,243.5,0,0,0,0,52.5,112.0,215.0,200.06104,240.22339,-71.22690057963595,-6.648645183268904,258.73993
2012-10-23,202.3,232.7,212.09999,240.79999,219.0,247.09999,219.29999,243.7,0,0,0,0,52.5,112.0,215.0,205.2614,236.48183,-71.22690057963595,-6.648645183268904,258.02924
2012-10-24,201.2,231.0,211.9,240.29999,217.5,246.2,218.4,243.59999,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,257.10312
2012-10-25,202.3,231.79999,213.0,241.2,219.5,246.4,219.7,243.59999,0,0,0,0,52.5,112.0,215.0,202.85043,240.60793,-71.22690057963595,-6.648645183268904,258.48422
2012-10-26,204.2,234.0,214.2,242.5,218.29999,246.2,219.2,243.7,0,0,0,0,52.5,112.0,215.0,205.23697,238.13593,-71.22690057963595,-6.648645183268904,262.1842
2012-10-27,205.0,231.59999,215.4,240.29999,223.0,247.09999,223.0,244.4,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,261.2025
2012-10-28,206.4,234.0,215.9,241.4,224.7,248.59999,224.7,246.09999,0,0,0,0,52.5,112.0,215.0,207.18405,238.83786,-71.22690057963595,-6.648645183268904,264.3657
2012-10-29,204.79999,231.2,216.5,240.79999,224.4,248.0,223.7,245.79999,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,265.59506
2012-10-30,206.4,233.0,218.5,242.5,228.59999,248.09999,231.2,247.2,0,0,0,0,52.5,112.0,215.0,207.5869,240.76053,-71.22690057963595,-6.648645183268904,264.75314
2012-10-31,206.09999,232.59999,216.59999,241.4,223.4,247.5,221.2,245.7,0,0,0,0,52.5,112.0,215.0,205.7619,236.81754,-71.22690057963595,-6.648645183268904,264.23853
2012-11-01,205.29999,232.59999,215.79999,241.59999,222.9,248.2,219.7,246.29999,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,266.58826
2012-11-02,203.5,231.29999,215.4,241.9,223.09999,248.4,225.79999,248.59999,0,0,0,0,52.5,112.0,215.0,204.7792,237.71478,-71.22690057963595,-6.648645183268904,266.3653
2012-11-03,206.2,232.4,217.5,241.7,225.59999,248.4,226.4,248.4,0,0,0,0,52.5,112.0,215.0,205.36516,243.57433,-71.22690057963595,-6.648645183268904,265.34152
2012-11-04,207.2,234.7,217.09999,242.79999,223.2,248.5,222.5,247.59999,0,0,0,0,52.5,112.0,215.0,204.9318,240.96194,-71.22690057963595,-6.648645183268904,264.723
2012-11-05,206.0,231.59999,217.09999,241.4,221.09999,247.2,214.2,244.79999,0,0,0,0,52.5,112.0,215.0,207.75171,239.21017,-71.22690057963595,-6.648645183268904,264.09512
2012-11-06,206.7,234.0,217.4,243.2,221.09999,248.5,217.9,247.0,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,262.0954
2012-11-07,207.0,233.2,217.29999,242.0,222.5,248.59999,219.09999,248.09999,0,0,0,0,52.5,112.0,215.0,207.48924,241.82867,-71.22690057963595,-6.648645183268904,263.63486
2012-11-08,207.2,234.0,217.59999,242.5,224.9,249.09999,221.59999,248.29999,0,0,0,0,52.5,112.0,215.0,206.67744,240.7117,-71.22690057963595,-6.648645183268904,266.97928
2012-11-09,205.9,232.2,216.9,241.7,224.59999,249.29999,226.09999,249.9,0,0,0,0,52.5,112.0,215.0,201.32451,239.7107,-71.22690057963595,-6.648645183268904,266.70184
2012-11-10,206.9,233.2,217.2,242.09999,224.29999,249.59999,223.29999,249.29999,0,0,0,0,52.5,112.0,215.0,208.13623,239.27121,-71.22690057963595,-6.648645183268904,267.4145
2012-11-11,205.9,235.09999,215.79999,243.4,220.2,248.7,220.7,249.2,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,267.04065
2012-11-12,204.09999,232.2,214.7,241.9,221.4,248.4,222.9,249.2,0,0,0,0,52.5,112.0,215.0,205.9206,238.47774,-71.22690057963595,-6.648645183268904,266.0884
2012-11-13,205.4,235.09999,215.7,243.2,222.59999,249.9,227.0,250.4,0,0,0,0,52.5,112.0,215.0,206.21967,239.21628,-71.22690057963595,-6.648645183268904,266.234
2012-11-14,204.5,231.79999,215.2,241.29999,221.7,247.5,222.59999,247.59999,0,0,0,0,52.5,112.0,215.0,202.39265,240.2417,-71.22690057963595,-6.648645183268904,266.54828
2012-11-15,205.29999,234.29999,216.09999,243.09999,224.7,249.4,230.4,251.0,0,0,0,0,52.5,112.0,215.0,207.17795,240.03418,-71.22690057963595,-6.648645183268904,266.0299
2012-11-16,204.2,233.4,214.2,242.09999,220.9,249.4,223.0,249.7,0,0,0,0,52.5,112.0,215.0,203.88196,242.49397,-71.22690057963595,-6.648645183268904,266.20468
2012-11-17,203.7,233.4,214.2,242.7,221.29999,248.9,223.59999,249.29999,0,0,0,0,52.5,112.0,215.0,206.68965,240.49806,-71.22690057963595,-6.648645183268904,265.74164
2012-11-18,202.0,231.5,213.59999,242.0,221.2,249.7,225.29999,250.59999,0,0,0,0,52.5,112.0,215.0,206.09149,237.5988,-71.22690057963595,-6.648645183268904,266.67703
2012-11-19,207.5,232.79999,218.79999,242.79999,226.9,250.09999,229.0,250.5,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,268.4475
2012-11-20,205.5,234.2,217.2,243.9,223.4,249.59999,226.4,250.59999,0,0,0,0,52.5,112.0,215.0,204.57167,239.27731,-71.22690057963595,-6.648645183268904,269.72058
2012-11-21,204.3,232.7,215.9,242.2,223.4,250.0,226.29999,250.9,0,0,0,0,52.5,112.0,215.0,204.49232,241.8836,-71.22690057963595,-6.648645183268904,270.94226
2012-11-22,205.29999,234.4,216.09999,243.2,223.79999,250.5,227.09999,251.4,0,0,0,0,52.5,112.0,215.0,203.7782,239.36278,-71.22690057963595,-6.648645183268904,267.26404
2012-11-23,205.7,234.0,216.09999,242.9,222.7,249.4,226.09999,250.5,0,0,0,0,52.5,112.0,215.0,204.26039,239.14914,-71.22690057963595,-6.648645183268904,264.89722
2012-11-24,204.9,234.2,216.7,243.59999,223.79999,250.09999,226.5,250.59999,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,265.91675
2012-11-25,204.7,232.79999,216.09999,242.4,226.0,250.29999,230.09999,251.5,0,0,0,0,52.5,112.0,215.0,205.63982,240.14404,-71.22690057963595,-6.648645183268904,265.90576
2012-11-26,205.4,233.09999,218.0,243.09999,228.09999,250.4,231.09999,251.5,0,0,0,0,52.5,112.0,215.0,206.64693,240.47975,-71.22690057963595,-6.648645183268904,265.731
2012-11-27,206.5,235.2,217.9,243.7,225.5,249.0,227.9,250.5,0,0,0,0,52.5,112.0,215.0,200.45778,240.48586,-71.22690057963595,-6.648645183268904,264.45865
2012-11-28,205.4,232.7,217.09999,242.09999,225.9,250.0,228.09999,251.09999,0,0,0,0,52.5,112.0,215.0,210.18707,238.93552,-71.22690057963595,-6.648645183268904,266.12616
2012-11-29,205.09999,234.2,217.2,244.09999,225.29999,250.79999,228.09999,251.4,0,0,0,0,52.5,112.0,215.0,206.9094,242.29254,-71.22690057963595,-6.648645183268904,266.9838
2012-11-30,205.4,232.9,216.9,242.4,224.29999,249.2,228.0,250.59999,0,0,0,0,52.5,112.0,215.0,206.15863,239.5642,-71.22690057963595,-6.648645183268904,267.88718
2012-12-01,206.79999,235.5,218.09999,243.79999,226.29999,250.9,229.7,251.9,0,0,0,0,52.5,112.0,215.0,206.06097,239.81445,-71.22690057963595,-6.648645183268904,270.34232
2012-12-02,206.29999,234.09999,218.0,242.9,226.2,250.59999,229.79999,252.0,0,0,0,0,52.5,112.0,215.0,202.74667,239.11862,-71.22690057963595,-6.648645183268904,268.20334
2012-12-03,205.4,233.29999,217.9,243.29999,226.79999,249.79999,230.5,251.7,0,0,0,0,52.5,112.0,215.0,206.70186,238.8989,-71.22690057963595,-6.648645183268904,268.37503
2012-12-04,204.5,232.5,217.4,242.9,227.4,250.9,233.0,252.5,0,0,0,0,52.5,112.0,215.0,204.33363,241.52348,-71.22690057963595,-6.648645183268904,268.0438
2012-12-05,207.59999,233.5,220.0,243.0,229.59999,251.9,232.7,252.5,0,0,0,0,52.5,112.0,215.0,207.19626,239.35057,-71.22690057963595,-6.648645183268904,266.77936
2012-12-06,208.29999,235.2,220.79999,244.4,227.9,251.0,230.7,251.5,0,0,0,0,52.5,112.0,215.0,208.63673,238.47163,-71.22690057963595,-6.648645183268904,267.8456
2012-12-07,205.29999,232.09999,217.59999,242.2,226.29999,250.4,229.4,252.09999,0,0,0,0,52.5,112.0,215.0,206.90329,239.94873,-71.22690057963595,-6.648645183268904,266.76648
2012-12-08,207.2,235.09999,218.59999,244.09999,227.2,250.9,230.59999,251.29999,0,0,0,0,52.5,112.0,215.0,205.70695,238.12372,-71.22690057963595,-6.648645183268904,266.5701
2012-12-09,207.59999,235.09999,218.7,244.0,229.29999,252.59999,238.5,254.79999,0,0,0,0,52.5,112.0,215.0,204.85855,243.2142,-71.22690057963595,-6.648645183268904,267.80786
2012-12-10,204.7,234.5,215.9,243.79999,225.5,251.79999,230.4,253.2,0,0,0,0,52.5,112.0,215.0,204.60829,241.99957,-71.22690057963595,-6.648645183268904,268.93185
2012-12-11,205.59999,233.59999,216.9,243.29999,226.59999,251.7,231.0,253.9,0,0,0,0,52.5,112.0,215.0,205.04166,238.65474,-71.22690057963595,-6.648645183268904,268.87003
2012-12-12,205.9,234.29999,217.09999,243.79999,227.29999,252.0,231.9,253.79999,0,0,0,0,52.5,112.0,215.0,,,-71.22690057963595,-6.648645183268904,268.70154
2012-12-13,209.4,238.29999,219.5,246.4,225.29999,251.4,229.5,253.2,0,0,0,0,52.5,112.0,215.0,204.4496,238.75851,-71.22690057963595,-6.648645183268904,269.3269
2012-12-14,210.7,238.9,222.59999,247.5,227.2,251.59999,230.59999,252.9,0,0,0,0,52.5,112.0,215.0,205.31633,241.95074,-71.22690057963595,-6.648645183268904,269.4414
2012-12-15,213.4,240.2,223.4,248.9,227.4,251.9,231.09999,253.5,0,0,0,0,52.5,112.0,215.0,199.36522,242.23761,-71.22690057963595,-6.648645183268904,269.56754
2012-12-16,217.0,244.4,229.09999,251.9,228.0,252.29999,231.5,253.79999,0,0,0,0,52.5,112.0,215.0,204.12,240.50417,-71.22690057963595,-6.648645183268904,271.05362
2012-12-17,223.29999,247.09999,231.79999,253.59999,231.59999,253.09999,236.79999,255.09999,0,0,0,0,52.5,112.0,215.0,202.70393,242.90903,-71.22690057963595,-6.648645183268904,272.4385
2012-12-18,223.59999,247.7,227.59999,251.59999,228.29999,252.9,233.09999,254.79999,0,0,0,0,52.5,112.0,215.0,209.3936,242.13995,-71.22690057963595,-6.648645183268904,273.11362
