time,06H,06V,10H,10V,19H,19V,37H,37V,melt_asc,melt_asc20,melt_asc30,melt_dsc,inc,x,y,01H,01V,lat,lon,t2m
2014-10-01,167.4,197.9,169.59999,199.9,164.3,191.09999,178.8,200.3,0,0,0,0,52.5,159.0,208.0,,,-71.0225374581592,26.10175308473619,249.83212
2014-10-02,168.0,197.9,169.8,199.5,165.0,191.5,180.2,200.9,0,0,0,0,52.5,159.0,208.0,174.72458,214.07513,-71.0225374581592,26.10175308473619,252.34334
2014-10-03,167.8,198.0,169.7,199.8,164.9,192.2,180.7,202.7,0,0,0,0,52.5,159.0,208.0,176.7327,214.13007,-71.0225374581592,26.10175308473619,252.81728
2014-10-04,169.3,199.09999,168.5,197.9,163.4,191.3,182.0,203.5,0,0,0,0,52.5,159.0,208.0,178.42342,218.6285,-71.0225374581592,26.10175308473619,252.64679
2014-10-05,167.5,197.8,168.59999,199.2,164.59999,191.4,180.3,201.9,0,0,0,0,52.5,159.0,208.0,176.17725,215.08224,-71.0225374581592,26.10175308473619,252.23457
2014-10-06,167.09999,197.4,170.0,200.3,167.4,194.0,183.9,204.2,0,0,0,0,52.5,159.0,208.0,176.30544,215.10666,-71.0225374581592,26.10175308473619,252.10855
2014-10-07,167.9,197.8,169.59999,198.7,166.5,191.7,187.3,206.59999,0,0,0,0,52.5,159.0,208.0,,,-71.0225374581592,26.10175308473619,250.14104
2014-10-08,168.8,198.9,171.8,201.9,166.9,193.7,185.2,206.2,0,0,0,0,52.5,159.0,208.0,177.47734,216.50441,-71.0225374581592,26.10175308473619,250.23753
2014-10-09,171.0,200.3,171.9,201.09999,163.7,191.5,180.59999,203.3,0,0,0,0,52.5,159.0,208.0,,,-71.0225374581592,26.10175308473619,249.62083
2014-10-10,167.7,197.8,169.8,200.09999,166.9,193.7,181.4,202.59999,0,0,0,0,52.5,159.0,208.0,177.50786,215.25314,-71.0225374581592,26.10175308473619,249.20757
2014-10-11,168.2,197.9,169.0,198.5,164.5,191.59999,180.5,201.8,0,0,0,0,52.5,159.0,208.0,178.67976,216.95609,-71.0225374581592,26.10175308473619,249.84001
2014-10-12,167.8,197.9,169.3,199.4,166.09999,193.0,180.7,201.2,0,0,0,0,52.5,159.0,208.0,,,-71.0225374581592,26.10175308473619,250.6095
2014-10-13,168.4,198.3,171.5,201.5,166.09999,192.5,179.8,200.5,0,0,0,0,52.5,159.0,208.0,179.54039,214.61226,-71.0225374581592,26.10175308473619,251.6507
2014-10-14,168.3,198.3,169.8,199.5,164.5,191.8,183.3,203.7,0,0,0,0,52.5,159.0,208.0,,,-71.0225374581592,26.10175308473619,247.75453
2014-10-15,169.0,198.7,172.0,201.7,168.09999,194.0,183.5,203.9,0,0,0,0,52.5,159.0,208.0,176.71437,217.20023,-71.0225374581592,26.10175308473619,247.08652
2014-10-16,167.9,197.8,168.4,198.3,164.59999,191.59999,182.7,203.3,0,0,0,0,52.5,159.0,208.0,177.2515,215.90015,-71.0225374581592,26.10175308473619,250.70126
2014-10-17,168.0,197.8,171.59999,200.9,170.0,194.5,192.4,208.7,0,0,0,0,52.5,159.0,208.0,,,-71.0225374581592,26.10175308473619,252.29543
2014-10-18,169.3,199.09999,171.09999,200.8,166.09999,193.0,184.4,206.2,0,0,0,0,52.5,159.0,208.0,177.67876,216.02832,-71.0225374581592,26.10175308473619,260.39145
2014-10-19,168.9,198.9,171.09999,201.59999,168.0,195.2,186.5,208.79999,0,0,0,0,52.5,159.0,208.0,172.91177,218.6285,-71.0225374581592,26.10175308473619,260.32468
2014-10-20,170.3,200.09999,170.2,199.7,166.59999,194.4,186.4,207.9,0,0,0,0,52.5,159.0,208.0,175.88428,215.4912,-71.0225374581592,26.10175308473619,257.1703
2014-10-21,169.9,199.4,171.4,201.09999,167.59999,194.8,184.09999,205.9,0,0,0,0,52.5,159.0,208.0,177.35527,217.01712,-71.0225374581592,26.10175308473619,255.52602
2014-10-22,169.9,199.8,173.09999,203.0,168.8,195.0,185.0,206.2,0,0,0,0,52.5,159.0,208.0,179.97986,222.36397,-71.0225374581592,26.10175308473619,256.24777
2014-10-23,169.8,199.4,170.9,200.7,167.3,194.7,186.0,208.2,0,0,0,0,52.5,159.0,208.0,177.48344,216.13208,-71.0225374581592,26.10175308473619,255.84439
2014-10-24,167.7,197.7,170.4,200.4,167.4,194.2,184.0,205.7,0,0,0,0,52.5,159.0,208.0,174.05927,215.35692,-71.0225374581592,26.10175308473619,255.27039
2014-10-25,171.8,200.8,173.09999,202.0,166.3,193.5,185.9,207.5,0,0,0,0,52.5,159.0,208.0,176.79984,215.83301,-71.0225374581592,26.10175308473619,255.08159
2014-10-26,169.09999,198.59999,172.0,201.3,171.0,196.9,188.9,208.4,0,0,0,0,52.5,159.0,208.0,176.2749,217.20023,-71.0225374581592,26.10175308473619,254.35237
2014-10-27,169.5,198.9,171.2,200.3,166.7,193.4,184.8,205.79999,0,0,0,0,52.5,159.0,208.0,,,-71.0225374581592,26.10175308473619,254.69667
2014-10-28,169.8,199.2,171.7,201.4,168.8,195.0,184.7,205.59999,0,0,0,0,52.5,159.0,208.0,179.47935,215.33861,-71.0225374581592,26.10175308473619,257.7978
2014-10-29,169.2,198.59999,172.9,202.4,170.0,195.59999,185.8,206.59999,0,0,0,0,52.5,159.0,208.0,178.64925,216.24805,-71.0225374581592,26.10175308473619,259.303
2014-10-30,170.0,199.4,172.3,201.5,173.8,199.59999,190.5,211.2,0,0,0,0,52.5,159.0,208.0,176.71437,217.9693,-71.0225374581592,26.10175308473619,265.555
2014-10-31,172.0,199.7,176.5,204.09999,174.2,199.09999,192.09999,213.7,0,0,0,0,52.5,159.0,208.0,183.3369,213.44646,-71.0225374581592,26.10175308473619,265.88965
2014-11-01,171.5,199.2,172.9,200.9,175.2,200.8,196.0,217.2,0,0,0,0,52.5,159.0,208.0,,,-71.0225374581592,26.10175308473619,267.0667
2014-11-02,173.0,200.7,176.2,204.59999,176.2,201.8,195.5,216.5,0,0,0,0,52.5,159.0,208.0,182.26874,218.03644,-71.0225374581592,26.10175308473619,267.96832
2014-11-03,174.0,202.3,179.9,207.2,184.4,207.5,211.7,227.7,0,0,0,0,52.5,159.0,208.0,178.23419,216.27246,-71.0225374581592,26.10175308473619,268.68607
2014-11-04,172.0,200.9,175.3,204.4,174.4,200.59999,192.9,215.79999,0,0,0,0,52.5,159.0,208.0,,,-71.0225374581592,26.10175308473619,267.05246
2014-11-05,174.5,201.7,175.3,202.3,174.5,200.59999,197.09999,217.7,0,0,0,0,52.5,159.0,208.0,181.68889,217.27347,-71.0225374581592,26.10175308473619,263.67157
2014-11-06,173.8,201.09999,176.59999,204.5,179.4,203.7,202.2,219.79999,0,0,0,0,52.5,159.0,208.0,175.06027,217.90216,-71.0225374581592,26.10175308473619,261.41003
2014-11-07,170.9,200.09999,175.2,205.0,175.9,202.0,194.0,214.79999,0,0,0,0,52.5,159.0,208.0,177.85577,217.53593,-71.0225374581592,26.10175308473619,260.5187
2014-11-08,172.4,201.59999,174.5,203.9,172.3,199.7,192.4,214.79999,0,0,0,0,52.5,159.0,208.0,178.67366,214.64278,-71.0225374581592,26.10175308473619,261.91293
2014-11-09,171.8,201.5,175.8,206.09999,174.9,201.7,193.0,214.5,0,0,0,0,52.5,159.0,208.0,,,-71.0225374581592,26.10175308473619,261.14474
2014-11-10,173.8,203.09999,176.5,206.09999,176.7,202.9,194.4,214.59999,0,0,0,0,52.5,159.0,208.0,178.7225,215.77197,-71.0225374581592,26.10175308473619,259.72525
2014-11-11,171.7,201.5,174.7,205.0,176.2,203.2,194.8,216.5,0,0,0,0,52.5,159.0,208.0,179.0765,216.34572,-71.0225374581592,26.10175308473619,261.65488
2014-11-12,170.9,201.0,173.09999,203.5,172.3,200.7,192.4,214.79999,0,0,0,0,52.5,159.0,208.0,175.28,218.98251,-71.0225374581592,26.10175308473619,261.59915
2014-11-13,171.8,201.9,174.09999,205.09999,172.09999,199.7,191.2,213.79999,0,0,0,0,52.5,159.0,208.0,177.10501,215.71703,-71.0225374581592,26.10175308473619,260.61456
2014-11-14,170.3,200.8,174.4,205.7,175.0,201.4,191.9,213.0,0,0,0,0,52.5,159.0,208.0,,,-71.0225374581592,26.10175308473619,258.39587
2014-11-15,171.5,200.0,173.3,203.3,173.3,201.0,193.0,215.09999,0,0,0,0,52.5,159.0,208.0,179.94324,216.27856,-71.0225374581592,26.10175308473619,257.85025
2014-11-16,169.5,200.2,173.2,204.79999,172.59999,200.5,190.7,212.7,0,0,0,0,52.5,159.0,208.0,180.70619,216.13818,-71.0225374581592,26.10175308473619,257.3217
2014-11-17,171.0,201.5,172.5,203.4,170.5,199.0,190.0,213.2,0,0,0,0,52.5,159.0,208.0,178.0755,217.13309,-71.0225374581592,26.10175308473619,259.3352
2014-11-18,170.7,201.4,174.59999,205.9,176.9,203.8,193.7,215.0,0,0,0,0,52.5,159.0,208.0,180.89542,216.38844,-71.0225374581592,26.10175308473619,263.38235
2014-11-19,171.3,201.9,174.4,205.2,174.4,201.9,193.9,216.0,0,0,0,0,52.5,159.0,208.0,175.45702,217.57866,-71.0225374581592,26.10175308473619,264.8624
2014-11-20,171.2,202.0,174.4,205.79999,174.0,202.5,192.7,214.9,0,0,0,0,52.5,159.0,208.0,178.42342,218.01813,-71.0225374581592,26.10175308473619,262.8503
