,06H,06V,10H,10V,19H,19V,37H,37V,weight,drysp,depth
0,239.14111389036066,264.12111327964317,243.28791838987814,266.14126420620636,247.58125366830654,267.6036561909415,250.71132265408897,268.8226625356513,33,0,0.0
1,245.65952428306957,263.1776723594054,247.24455932584073,263.7976291476704,250.66121421158596,266.9721437419882,252.5573921945854,268.3437637156142,33,0,0.1
2,244.9732912229315,262.4916568819445,247.6761006166967,264.55986454343883,250.12773465927063,266.4794222368183,251.5476230253205,267.42227002087486,33,0,0.2
3,244.52703981258153,262.0212824677978,246.99102468639066,264.00050712832683,249.65162612986018,266.03851435204285,249.7790875670518,266.023437934865,33,0,0.30000000000000004
4,244.0774865432631,261.51027696684736,246.5881329997913,263.59773617688865,249.09705470551881,265.5122288149815,246.75394063404616,263.4043121082145,33,0,0.4
5,243.62676929983607,261.1336689912652,246.23062976151303,263.21539639229763,248.29680555035014,264.86510145668655,242.35954846094,259.511311516688,33,0,0.5
6,243.16575057903182,260.62290864227106,245.6835669165638,262.6219651433789,247.33643740736466,264.03295658729115,236.36765523478178,254.10922505763398,33,0,0.6000000000000001
7,242.4824369204783,260.4107566837265,245.38285812755925,262.5998523788465,245.9166718540638,262.6713613788424,228.87948670016962,246.90425911888033,33,0,0.7000000000000001
8,227.12405942138707,257.01965203415216,229.72735298392848,258.7952510659155,232.82755835383583,258.9831548743389,222.64655562595576,241.97188293605979,33,0,0.8
9,226.6387073299141,256.74514794520985,229.1679383948595,258.3071817472501,230.90479665007103,257.27415483725105,218.5934817480565,237.77274474524023,33,0,0.9
10,226.07382032791523,256.18787325893356,228.36396943833876,257.65700708141634,228.39011944292986,254.98894789211724,215.74809547584252,234.81014963980473,33,0,1.0
11,226.37548229854482,256.2076079378103,228.23297979454964,257.33236084231305,225.20554973757845,251.73479094217677,213.78494243311863,232.73524768741274,33,0,1.1
12,226.36219152745343,256.19271385053753,227.89806707364227,257.02359743394794,222.2863385123709,248.85121046011554,212.9730904695463,231.88604393599897,33,0,1.2000000000000002
13,225.52317972855553,255.6640498478661,226.56291114110684,255.93210830776428,219.01672081953953,245.6325065697614,212.6123841695504,231.51126234134463,33,0,1.3
14,225.83431485463296,255.63271246009123,226.12037241858346,255.29682074058093,215.06763284659166,241.552393637243,212.38477924705523,231.27578957314978,33,0,1.4000000000000001
15,225.7555467540489,255.56077607030662,225.4564141353616,254.6846394353417,211.48478117292046,237.78683921580637,212.2959746467876,231.184112275533,33,0,1.5
16,224.92908345329755,254.9495363055019,224.04713471156342,253.4512383495588,208.17088258249146,234.26971322742557,210.98487523572334,229.83196079203216,33,0,1.6
17,225.07780504277733,254.9216261001329,223.7584546411671,253.08424078323822,202.60634097401905,228.2482957361742,210.47597357754742,229.2864365631842,33,0,1.7000000000000002
18,220.8143109514902,253.2568446917608,218.78587448529922,249.88082645388045,201.03202406417313,226.62937062573326,210.98350136052622,229.830543851167,33,0,1.8
19,220.5745698152241,253.0373888908378,217.39172306982218,248.53238514610572,198.26099804616538,223.54752243088356,210.98350136052622,229.830543851167,33,0,1.9000000000000001
20,220.3225241001682,252.8030828305056,215.93387478196834,247.0729707521564,196.15324639355154,221.18549773743695,210.98350136052622,229.830543851167,33,0,2.0
21,218.94256899728188,251.41419319180517,209.37936971530695,240.1750923299517,191.75434090216604,216.27687948456887,210.98350136052622,229.830543851167,33,0,2.4
22,217.08757042713017,249.41957622904744,203.39171463531804,233.6510642953309,190.3499949082597,214.7247769926843,210.98350136052622,229.830543851167,33,0,2.8
23,215.49970538762577,247.79869623117554,198.68292350222305,228.42116548829506,189.93819787917852,214.27177337299514,210.98350136052622,229.830543851167,33,0,3.2
24,212.88128117815342,245.2212919123928,194.2278771803422,223.35644427171198,189.78641696796316,214.10501224774237,210.98350136052622,229.830543851167,33,0,3.6
25,210.3331020676173,242.54346581109297,190.75868767839364,219.39376669384083,188.28968478253182,212.46125537270802,210.98350136052622,229.830543851167,33,0,4.0
26,207.74329353752464,239.83146618019694,189.71491343011658,218.2354569980738,187.5471491907563,211.6575151145861,210.47597357754736,229.28643656318428,33,0,4.4
27,203.90614334060461,235.6921511089362,186.1754333678154,214.161480405768,188.28968478253182,212.46125537270802,210.98350136052622,229.830543851167,33,0,4.800000000000001
28,200.61402951837786,232.06203515481621,184.90570105733622,212.71992924900727,188.28968478253182,212.46125537270802,210.98350136052622,229.830543851167,33,0,5.2
29,198.53103592909656,229.77109128478529,184.97776570460863,212.88861121301503,187.5471491907564,211.65751511458603,210.47597357754734,229.28643656318434,33,0,5.6
30,194.3545731362608,225.09359252588462,183.53065156348816,211.16808615990226,188.28968478253182,212.46125537270802,210.98350136052622,229.830543851167,33,0,6.0
31,191.75709818139038,222.15059152181757,183.19925910421654,210.79565555703823,188.28968478253182,212.46125537270802,210.98350136052622,229.830543851167,33,0,6.4
32,190.72447460342454,220.94052803991295,184.35277798592548,212.1809782127598,187.5471491907564,211.65751511458603,210.47597357754734,229.28643656318434,33,0,6.800000000000001
33,186.840887610525,216.56913480680265,182.85491781218644,210.40943263172895,188.28968478253182,212.46125537270802,210.98350136052622,229.830543851167,33,0,7.2
34,185.0501945641237,214.5356004896383,182.7682760282413,210.31236280756775,188.28968478253182,212.46125537270802,210.98350136052622,229.830543851167,33,0,7.6000000000000005
35,185.51322557622433,214.98046936556185,184.42892576944394,212.26548145203742,187.5471491907564,211.65751511458603,210.47597357754734,229.28643656318434,33,0,8.0
36,179.770704263046,208.4328512867782,181.20406955597068,208.61827389913444,188.28968478253182,212.46125537270802,210.98350136052622,229.830543851167,33,0,10.0
37,178.72966396574841,207.27545979858377,180.52708812265902,207.89587217687662,188.28968478253182,212.46125537270802,210.98350136052622,229.830543851167,33,0,15.0
38,239.22736252603957,264.22106156857694,243.27913561776984,266.1322454980514,247.58125366830654,267.6036561909415,250.71132265408897,268.8226625356513,8,1,0.0
39,245.7448250502503,263.2726328039258,247.23415214840506,263.78716651626627,250.66121421158596,266.9721437419882,252.5573921945854,268.3437637156142,8,1,0.1
