site,twc,06H,06V,10H,10V,19H,19V,37H,37V
shackleton,6.666666666666667,206.47385148898107,263.1974770258668,215.5057911781481,263.302947253531,223.7190166719465,264.2357419311049,228.69124042495514,265.6125832134318
shackleton,8.333333333333334,201.40077190414814,262.2476899305444,208.73100244514495,262.28632486983724,220.76242989235263,262.4721833797997,227.3191618467139,265.2419943347351
shackleton,10.0,196.66719278768352,261.25643085455664,204.8708759920274,260.96702423560293,218.4427253214187,261.12524014288306,225.95476625145733,264.6596667917324
shackleton,11.666666666666668,191.66924298053277,258.96295214322123,200.47620129604482,259.091951125704,216.14211844498257,259.52635738151866,223.85099749471246,263.1369888287308
shackleton,13.333333333333334,187.00817442042663,257.03088186759385,196.98478893626705,257.2597211778088,209.87296264529908,259.0199388742269,222.4651509428257,262.2164321665689
shackleton,15.0,183.05210331805029,255.22874158981782,193.11955274332382,254.8381811385582,207.47776245707405,257.58997665495315,221.00864595846457,261.12696540097915
shackleton,16.666666666666668,179.0226008496911,252.65705458832483,189.0862659006189,252.6912185331157,204.3704437511607,255.55451198934028,219.54420142972927,259.91538712657416
shackleton,18.333333333333336,175.57404621582575,251.01411165797506,186.13557843022792,250.56490259206794,201.4151337863169,253.28178659615517,218.07712435187887,258.60313083424415
shackleton,20.0,171.56683128183963,248.78164868621226,182.82668444052325,247.8618735431694,199.21701015027983,251.48085429619806,216.57740410043934,257.19157773605576
aws19,0.0,172.4894393718536,200.4967297926629,171.74446929486464,198.40169042305882,171.99249596847545,195.24128405629585,188.12462706097585,206.1864580364288
aws19,0.01,174.66936552791321,202.18515561917226,176.3090860650306,202.28872069736906,179.8170748439443,202.43151229476393,197.6255510109568,215.50655269301117
aws19,0.02,177.13881208817244,204.20615676676374,180.44755072035036,205.78960780687916,185.91359684737873,207.93107664423619,203.22016478613193,220.88133269657777
aws19,0.03,179.44584694569156,206.0818074936801,184.30432654835914,209.05676426421576,191.39549837347772,212.8683123460144,208.15378761582954,225.61221312396427
aws19,0.04,181.71411786115394,207.94979471257514,187.90159438771494,212.10975866709825,196.33937846531023,217.31751460954973,212.5228577666205,229.79672487514483
aws19,0.05,183.76073480148798,209.72030431967278,191.25951083570763,214.9659133003042,200.80896275124255,221.33942047318524,216.4052283676012,233.5127313276832
aws19,0.06,186.17475637024742,211.86093270924297,193.6336649420295,216.88100177945665,204.1180611179956,224.1700824227098,219.8648260885651,236.8235323140375
aws19,0.07,188.30143344985885,213.69211008288227,197.20410535858636,220.19224346259585,207.82840924595138,227.5208518905939,222.95490474335216,239.78139710850732
aws19,0.08,190.2038393828546,215.2958296797033,200.16547876278912,222.82952536950927,211.20180274310982,230.57145288593955,225.72037102803012,242.43006623138933
aws19,0.09,192.06693799701213,216.88106365006084,202.82904265810802,225.17111860385066,212.72302398726856,231.50957128298225,228.19948319770754,244.806560798666
aws19,0.1,193.76975539709457,218.3112785241974,205.27807515949894,227.3143070151132,216.5018487201571,235.32115622285693,229.67844913728368,246.16980195023837
aws19,0.11,195.46560266564921,219.75767943365875,207.5500542653415,229.30039387759902,219.39349399909858,238.08747405725282,231.72140901685515,248.1367055865657
aws19,0.12,197.08857786971362,221.14509929517067,209.49038563271895,230.95525520148996,221.8927709071883,240.43691667860259,233.56159630651854,249.9113053133076
aws19,0.13,198.5747983387764,222.40069576207705,211.47431752707553,232.69495824149595,224.1156214188127,242.5103607978972,235.22086862614816,251.5144106300719
aws19,0.14,200.06729216738208,223.68398081066115,213.3313451821166,234.32706916867184,226.1165831320387,244.37047834086326,236.71843915726228,252.9642668943307
aws19,0.15,201.49933203111644,224.9189886200765,215.07175615797178,235.8608032949795,227.53306931965957,245.62246877533005,238.0712568877121,254.27693661034323
aws19,0.16,202.8027871541111,226.0282852364347,216.7044473231822,237.3039322613556,229.1999771895124,247.1742455631173,238.3196986805753,254.28387939602678
aws19,0.17,204.1244107716203,227.17563762428387,218.07472269893884,238.48250167508255,230.72061257130326,248.59185512664058,239.77398248407496,255.82821534838882
aws19,0.18,205.3234822645982,228.20226975294867,219.51990733134986,239.76970064731188,232.1104259504235,249.89023296949026,240.96129961944428,257.0573638200186
aws19,0.19,206.5451089210525,229.27014726016594,220.87853856294726,240.98420950792257,233.3825149516906,251.08176435549075,241.98467126275375,258.10417094650444
aws19,0.2,207.71950979663194,230.30019549628636,222.156475142329,242.13091876506235,234.54821566338106,252.1769953404555,242.88506965738378,259.01945990265244
aws19,0.28,215.44344781852524,237.13098338520598,229.73224238926161,248.99148173974842,240.72512469882017,258.0395152362059,247.445196292856,263.65320005384814
aws19,0.36,221.13596145714445,242.31852285587456,234.60699350448988,253.61358008241604,244.20007064010275,261.52160392130037,249.53651825714275,265.85045205096725
aws19,0.44,225.4488493280876,246.39839957892684,237.74454714220178,256.7466865470262,245.60371537397998,263.023602781196,250.54532453316605,266.98761981121976
aws19,0.52,228.702559910664,249.60037722327755,239.65091947840008,258.7738545186426,246.78403012839044,264.39485559527594,250.51884718069738,267.0943869876181
aws19,0.6000000000000001,231.17492430639717,252.14790463371423,241.02254478309246,260.359802204444,247.4653148877853,265.2815913763061,250.93832348810665,267.650844714758
aws19,0.6799999999999999,233.06402461220827,254.20216966649997,241.95659911458267,261.55333025749013,247.57959250654935,265.59018176408165,251.1533714674298,267.99911939918496
aws19,0.76,234.58521317895406,255.96163685617555,242.46825720558314,262.33823766066035,247.88699368425176,266.10912704175905,251.25034909238414,268.22621254389713
aws19,0.8400000000000001,235.68293511336614,257.33407921841064,242.91264862679571,263.0813481610189,247.80628255877193,266.22434705532044,250.97183999492285,268.07703468241004
aws19,0.9199999999999999,236.58384050033024,258.80650484103876,243.10336974629607,263.5681181036445,247.97707117144589,266.6015060575379,250.82153170971867,268.0483041260139
aws19,1.0,237.290072966919,259.87065702374645,243.32673985336214,264.1022178900374,247.84913090720798,266.66627339831734,250.81234272927932,268.17469092551966
aws19,1.4,238.90679896238328,263.381271926546,243.34633812704539,265.82059020245885,247.49622360808462,267.2893137875107,250.76747883406773,268.7336357016315
aws19,1.8,238.8162741408675,265.36800523545105,242.91634321823668,266.88084192089246,247.4580194407974,268.2534694138807,250.4447406324384,268.9957477631109
aws19,2.2,238.1641627818922,266.6763010926769,242.2248107435126,267.7206720415923,247.09254338556053,268.77529172904684,250.04576626495924,269.16431897499007
aws19,2.6,237.05071437224007,267.530250870978,241.5757552080344,268.52728504501385,246.6174432823472,269.14561720010573,249.63960729468891,269.30728494570394
aws19,3.0,235.79433635304036,268.1165884352527,240.7922239167831,269.1481210396057,246.0881615258766,269.4264663238722,249.17282474194818,269.4365380866874
aws19,3.4000000000000004,234.3584606468909,268.4935522077552,239.85193769011562,269.52189794957786,245.46488533133711,269.6339739752012,248.75706958968584,269.5420871978791
aws19,3.8000000000000003,232.87156253572184,268.73406930155846,238.77979279823174,269.7279420078418,244.85632744102875,269.7728448708045,248.34315342721231,269.6270576715249
aws19,4.2,231.3231011885466,268.81664845704876,237.65909992122891,269.81343931782595,244.21776440310833,269.84802468169704,247.92738032108082,269.69105154763025
aws19,4.6,229.76685606659194,268.8503263762558,236.47941132866197,269.79869241871836,243.51705170834555,269.86201606208755,247.50801599072884,269.73374669743106
aws19,5.0,228.23996807866143,268.9082918670431,235.28347656665557,269.7042292789025,242.8195413190912,269.8212794134828,247.08395199708752,269.755004174588
aws19,6.666666666666667,222.16729023741868,268.5265558748169,230.125264849029,268.6436236647388,239.65285304784567,269.1294706897309,245.19903627429835,269.6158003791441
aws19,8.333333333333334,215.9892016680331,266.99836386592466,224.80958479609563,266.68500413346294,236.06906273559952,267.5893142648361,243.2152201637462,269.1284304587745
aws19,10.0,207.4477234588705,265.6035321279038,219.81374197106257,264.456803330432,232.5534841667385,265.79274861304043,240.82259999995352,268.0124934808829
aws19,11.666666666666668,201.50296454418046,263.6144422122724,211.46450274422872,263.21574755235986,229.008162092423,263.6766661797502,238.67581531538,266.9768235117582
aws19,13.333333333333334,196.17131432455398,261.2284275176055,206.66909310240618,261.02136912946867,225.49462949796478,261.3520192804049,236.4745351482818,265.73166250729014
aws19,15.0,191.07174216409408,258.8449344253105,201.84439776637788,258.4464907508798,222.0647780424471,258.90274481586926,234.22284784137852,264.31502480386075
aws19,16.666666666666668,186.40000946083578,256.7324486020721,197.75467635843574,255.96956678366197,218.5108203993984,256.14612635244436,231.966144856597,262.76896636255117
aws19,18.333333333333336,182.02764196554483,253.937406570495,193.41512408218702,253.43800970847957,210.8982158550711,255.72637362138823,229.70594998663412,261.11875811456093
aws19,20.0,177.8628986059443,251.39070584563285,189.58985619677222,251.14784469344983,207.5232140600041,253.64696651839662,227.45665257133697,259.3882590871954
aws15,0.0,118.6887530622064,165.89791794147217,129.56445857403887,173.78477878271693,146.64984759650372,183.09356373353725,177.38266721679335,202.72061324614526
aws15,0.01,123.98946558118713,169.91249782247166,137.5052825838175,179.75676284100368,157.16166414605803,191.4419154349688,188.6897419898157,212.6133025730105
aws15,0.02,128.80011842590523,173.47757265558465,144.5621068175844,185.03497442125115,165.7723475525279,198.23399745999694,195.6583924618865,218.4834826574328
aws15,0.03,133.38560336188368,176.8609217518105,151.10055283563418,189.89602181504858,173.48742121246096,204.27118187442554,201.7939473181455,223.62347572228316
aws15,0.04,137.75868522961903,180.07919650082823,157.16947477331587,194.3916707332125,180.42758633452277,209.6741782927037,207.2208667910918,228.1545178222359
aws15,0.05,141.8050586459963,182.96932356989424,162.81053859918822,198.56197439640553,186.68850320582214,214.53343855761304,212.03732751951404,232.16889819477532
aws15,0.06,145.79123725455048,185.89902111690088,168.05998491494123,202.43945226381456,192.34886242717528,218.91993084754526,215.70605362723234,235.04568357266706
aws15,0.07,149.59846684580475,188.69734906334895,172.94978280433165,206.05135460049678,197.47499897996448,222.89116486680862,219.5631829990099,238.27149480637988
aws15,0.08,153.23637506368888,191.37265212867905,177.50842741552003,209.4210267140477,202.12378734899875,226.4948654671711,223.00971872763262,241.15807028724066
aws15,0.09,156.71391869164282,193.93236210830835,181.76151693197022,212.56879489126118,206.34458818888595,229.77135851131163,226.09372084078754,243.7463966310398
aws15,0.1,160.03944846097733,196.38317566105476,185.56493959608946,215.28803070143252,210.18062935172932,232.75519799343246,228.85665542380966,246.0713282211003
aws15,0.11,163.22076652146802,198.73118198078177,189.27963834845343,218.05128003548901,213.6700283051158,235.47632034478033,231.33455749195173,248.16281099387686
aws15,0.12,166.26517668205776,200.98195771649267,192.7518573354122,220.6404697425606,216.84657556048396,237.96089063736022,233.55891854685927,250.0467851091525
aws15,0.13,169.06894491059313,202.9872039334634,195.99911735481336,223.0685131916089,219.41863380939517,239.82913296314584,235.5573815888061,251.74586830642986
aws15,0.14,171.86187979060216,205.06170389258335,199.0374786092649,225.34711754208607,222.06512931158323,241.91821634748038,237.35429732350306,253.27988544616323
aws15,0.15,174.53718021473782,207.05319101440804,201.88169393601365,227.48694063398474,224.48558266222662,243.8395248819164,238.97117752782574,254.6662874794581
aws15,0.16,177.10054635712865,208.96578608507855,204.54533979024865,229.49771895499126,226.6950949416942,245.601116980173,240.42707031572624,255.920489072925
aws15,0.17,179.55735185683318,210.8033405983582,207.0409294723131,231.38837363852812,228.71313928243478,247.21755957031434,241.73887476345146,257.0561450758715
aws15,0.18,181.91266750743932,212.5694628495727,209.38001193484752,233.16709944926285,230.55725933997877,248.70194058186695,242.92160751070705,258.0853800631161
aws15,0.19,184.1712825613884,214.26754017169057,211.57325869828273,234.841440366438,232.24328235298984,250.0660464864843,243.9886306606789,259.0189811887232
aws15,0.2,186.33772398557957,215.9007580945174,213.630540826398,236.41835444587863,233.78550416911656,251.32051275715423,244.9518480136054,259.86656185263445
aws15,0.28,200.70128459376537,226.7949451967014,225.90860976333695,245.87038348794042,242.01324489591877,258.07813808549423,249.5481851294101,263.92902835256734
aws15,0.36,211.1267608848026,235.3365754628865,233.6517293605246,252.2060100621679,246.3753724835649,261.9681634939775,252.01151647038634,266.3304912748958
aws15,0.44,218.8992722821178,241.65486770895535,238.1530667605185,256.21798152795054,248.65116994205835,264.1676142454081,253.19844317288468,267.5949243052307
aws15,0.52,224.5806741099261,246.35595007903785,241.15215935772963,258.95191610714284,249.5724845426608,265.12045206163475,253.78125098086048,268.3003873704314
aws15,0.6000000000000001,228.85463257261955,250.0249541472865,243.20950778480744,261.0132041515706,250.13851850614424,265.83326520860516,254.0641656501496,268.7175521726427
aws15,0.6799999999999999,232.2022160995686,253.0727587075123,244.47254833453025,262.38259405276926,250.52553408013785,266.56220937142746,253.9403993751631,268.70945990523853
aws15,0.76,234.6438484235092,255.35736239447291,245.4055062825282,263.53180614856325,250.67298650154768,266.91223952345274,254.07081506428955,268.98015359128505
aws15,0.8400000000000001,236.6352953227053,257.3760748504131,245.87150746621194,264.21062826704986,250.74532764136396,267.1882310455121,253.95984735482568,268.99188767493956
aws15,0.9199999999999999,238.06983447783844,258.89779220240547,246.2449186171802,264.8522217759386,250.77390563466824,267.41962223333655,253.78789381186368,268.9372156632559
aws15,1.0,239.27754229491424,260.30732327760484,246.48687782520585,265.3785043574889,250.8868880576623,267.75197847860795,253.7383342231318,269.01535537034306
aws15,1.4,241.90980614314222,264.60587409392065,246.837970305831,267.2624320288813,250.57395321870095,268.3906424363045,253.61729973471247,269.61406412871617
aws15,1.8,242.23843260331665,266.8047926283613,246.31434020674422,268.34914615776944,250.48773111090577,269.2880103833352,253.3183945071079,269.9081996312211
aws15,2.2,241.6390287663064,268.262467708391,245.62113122976618,269.12721488784206,250.13303347623494,269.8780807811775,252.93812760291036,270.1031819462722
aws15,2.6,240.62396676096986,269.2088898803884,244.63743647858726,269.7457836130835,249.67643663149647,270.294825187507,252.54550509784872,270.2687204631048
aws15,3.0,239.2922338775778,269.8183895492513,243.91628871874133,270.44098435961695,249.15279906764832,270.60785135470906,252.1470752499513,270.4118653993399
aws15,3.4000000000000004,237.82329580622667,270.2088922972626,242.94524490645406,270.8552418952132,248.57427285539632,270.8363186958256,251.74215837528934,270.5324228528369
aws15,3.8000000000000003,236.27965486233884,270.4455121473538,241.86138167298364,271.08460146354804,247.92340970391675,270.98916094746994,251.2935700980584,270.6334938308786
aws15,4.2,234.63814231996673,270.50496157798284,240.68327710378344,271.17585713097634,247.25420819282994,271.0699632956573,250.86816763661136,270.70697281157777
aws15,4.6,232.98117046990978,270.4747055253585,239.45843665947112,271.1594408664297,246.54810970681953,271.0848810413209,250.43627459488096,270.75582807551496
aws15,5.0,231.29850838248404,270.35256697411086,238.19140605111681,271.0533130143455,245.79701403706588,271.0386100965894,249.99591495399667,270.7802741269329
aws15,6.666666666666667,224.59850857611153,269.72146926360097,232.74723403422448,269.9092529854945,242.37654508182553,270.2303706744437,248.03407451898497,270.62861678372946
aws15,8.333333333333334,218.17568050516812,268.16212407514877,227.27223152458015,267.98233540828335,238.74917825093007,268.8065024686136,245.9272371136666,270.09886105802065
aws15,10.0,209.38842357121007,266.70334767508837,221.97839956965117,265.61611518095305,234.98686890937196,266.89297208274576,243.51259874177748,269.05448695800743
aws15,11.666666666666668,203.32098809362003,264.6657026155129,213.39737148111257,264.2986251832592,231.2005541911327,264.6584450235882,241.19664820970172,267.93791839673054
aws15,13.333333333333334,197.69516626860363,262.1662682561056,208.38129822063928,261.88352957197367,227.46071405192887,262.21928600897655,238.82334707073886,266.6075072849223
aws15,15.0,192.48565550569452,259.65413218477465,203.36623833292037,259.3510640191542,223.81959613678757,259.660418999483,236.42193210843016,265.1109218041734
aws15,16.666666666666668,187.603799136074,257.52471113135124,199.0836956896092,256.70326342639675,220.14628413495979,256.87844315044,234.00281674105554,263.482935030523
aws15,18.333333333333336,183.11154560775486,254.6648140388178,194.69748673684919,254.07200477378424,212.46403259548728,256.38951140434034,231.5957375013831,261.7570056855421
aws15,20.0,178.890183422381,252.02207039347206,190.3768078677166,251.4781729629682,208.96783156704063,254.14655172145567,229.20481560187503,259.9542204751503
aws17,0.0,138.86142776418367,177.33160321536656,141.04193798819435,174.79620910939866,149.88510837427836,176.53664130788297,168.29139075452605,189.1044610116473
aws17,0.01,143.12377410531192,180.92346499792856,148.19995487826702,181.2228001602037,160.488337163842,186.82646515088967,181.8814134428755,203.1747816843957
aws17,0.02,146.93614196988474,184.05084316348277,154.03249502430748,186.25974252261096,168.3596276973673,194.28293168453783,189.10142574686554,210.43861225445613
aws17,0.03,150.32779082504456,186.72079397355242,159.60805127058794,191.12490707381292,175.3203934072147,200.82940382249515,195.30598352049165,216.63404168917188
aws17,0.04,153.79245623649442,189.5555647950347,164.75836830771908,195.60305734893137,181.51685130460376,206.62563577078672,200.69180804866565,221.9817594747923
aws17,0.05,157.09542994010027,192.25667762325557,169.52602399734783,199.73861002972143,187.06051720481406,211.7907786534036,205.40250410888032,226.63959454697923
aws17,0.06,160.245918686852,194.83322032276536,173.94723044206765,203.56798240497656,191.61470160103983,215.92549504744272,209.5467112581504,230.72473955045717
aws17,0.07,163.25247068275704,197.29323599438482,178.05324436275174,207.1216837598166,196.12131516795478,220.11048306524773,213.20909613679623,234.327009601962
aws17,0.08,166.12301762023782,199.6439222631493,181.87136787878234,210.42570696053832,200.19199641855417,223.88689741363808,216.45729237279988,237.51709559912302
aws17,0.09,168.8649257693333,201.89177747706836,185.23640411626835,213.27013997585684,203.87644281288826,227.3038326645032,219.3464434345001,240.35189344242605
aws17,0.1,171.48504689160904,204.04271120252162,188.55476425681587,216.1473820434235,207.21699710014724,230.40248500843433,221.92227367674178,242.87805837187267
aws17,0.11,173.98976553258888,206.1021298314211,191.6495950449861,218.83389431191344,210.25013041206319,233.2178691257564,224.2232259457516,245.1344457962894
aws17,0.12,176.385041663684,208.07500431534413,194.53815373963616,221.34503200539334,213.00753797176867,235.78006773893065,226.28198993157963,247.15383294273363
aws17,0.13,178.67644864399296,209.9659247367408,197.23604084703052,223.69451717946006,215.5169680226249,238.11516145619672,228.1266223854528,248.96416372979147
aws17,0.14,180.86920686015597,211.77914497297826,199.75741522432378,225.89468101111206,217.80286223896127,240.24593464133363,229.78138729183414,250.5894699281023
aws17,0.15,182.96821352348212,213.51861976060633,202.11517105693673,227.95665815446756,219.88685983128337,242.1924210383877,231.26739952301148,252.05056759727057
aws17,0.16,184.760863969431,214.91546084603272,204.13064085672266,229.65795377998072,221.78820103954345,243.9723325509277,232.60312763250747,253.36559421933057
aws17,0.17,186.69031018588078,216.52389788206565,206.20164328332265,231.48060573342173,223.52405495140147,245.60140133241595,233.13336767010003,253.84645144652026
aws17,0.18,188.53889143934163,218.06879657540478,208.14125419417329,233.192450158866,224.76426938374877,246.69847798558266,234.2530619763004,254.95521795050692
aws17,0.19,190.31045408413442,219.5531900325178,209.95858555491543,234.8011809829933,226.22956221182375,248.08498657657046,235.2634423471766,255.95771335347922
aws17,0.2,192.00862776488333,220.9799287547471,211.66203045154109,236.31385923581362,227.57015812069176,249.3575824623859,236.17584610391737,256.86498087853414
aws17,0.28,203.38055426870946,231.06913214714632,221.82646753241184,245.6931718940801,234.95035705356747,256.47504979162295,240.95385521411856,261.67212758735525
aws17,0.36,211.3195786287862,237.96331893389788,227.9568994327574,251.41964306689493,238.41754257078628,259.9323802577819,243.15454880475033,263.9687782556541
aws17,0.44,217.2870584049211,243.3618330804328,231.56927814995953,254.90946709218994,240.05116288117748,261.83248252576686,243.76520972620537,264.6876311700835
aws17,0.52,221.5075705228486,247.26248212305703,233.93345087690616,257.36745058823277,241.15163085823713,263.1581329485484,244.42401212488676,265.47804770794426
aws17,0.6000000000000001,224.79758609758727,250.48068484633123,235.41523592289977,259.04325258031434,241.54330292413263,263.7510236130647,244.37445395315999,265.55226020498435
aws17,0.6799999999999999,227.0716687066442,252.78014323437122,236.35760489423024,260.2367941537514,241.71117502280393,264.12520095523604,244.52959547571814,265.83565647210395
aws17,0.76,228.939085502216,254.81689172174802,236.94730529638522,261.10679864524633,241.7565893930941,264.3766643254997,244.40692278659702,265.9424201029544
aws17,0.8400000000000001,230.17052989785117,256.24624392847517,237.31920969200877,261.7755195201529,241.74129332517902,264.56555413583243,244.369914096466,266.0389316509231
aws17,0.9199999999999999,231.24804113416147,257.61193351443166,237.53905760745295,262.29866003992345,241.8968401936521,264.9358506736062,244.24823219094867,266.04621719733603
aws17,1.0,231.8115645330261,258.4421943996892,237.53867069471696,262.58588379923555,241.83238659517224,265.06857991879156,244.20006103925536,266.1283807558924
aws17,1.4,233.1366189494493,261.7583810489665,237.25617456399561,263.95435580213353,241.34990590505512,265.55576973298747,244.33076598734098,266.8505433720167
aws17,1.8,232.77240345994076,263.37077561530276,236.5731171117492,264.71345120840795,241.27231354910086,266.3546130634073,243.99129949677268,267.07755767515386
aws17,2.2,231.81747315928908,264.2603593739728,235.79290342509503,265.46226405379446,240.7367424568765,266.75845532703516,243.58472460512368,267.21601389632553
aws17,2.6,230.696120125613,265.0138467234622,235.3010280819204,266.31457361200364,240.22351367603017,267.0466485860632,243.1769286958789,267.33072612747634
aws17,3.0,229.45633989435964,265.49063303215917,234.54284944023334,266.8124036424517,239.69135166272764,267.267192875323,242.77507042677553,267.4292754406835
aws17,3.4000000000000004,228.09638856237876,265.83166460061733,233.56943962431814,267.10245197741153,239.07368790778733,267.4252804138808,242.29857764717462,267.5111042450671
aws17,3.8000000000000003,226.67330559959072,266.0135429320839,232.60115422314226,267.27463084194477,238.49635023489282,267.5353965776337,241.89129157175373,267.5780734377788
aws17,4.2,225.30799129302093,266.28062685368093,231.53113231965992,267.33735589345827,237.91364382832018,267.5952872690974,241.49507169369747,267.62848640226133
aws17,4.6,224.12046179035522,266.59316844056343,230.45588188249005,267.3226764197972,237.2673243017806,267.5997801156413,241.1038760421983,267.66201656778895
aws17,5.0,222.84208598844228,266.7330505821003,229.38521053562985,267.2447668056436,236.64426861502358,267.5632487636843,240.71538484698758,267.67845178981116
aws17,6.666666666666667,217.1621983502905,266.237748759623,224.78014839611782,266.32144012729003,233.86700126884713,266.95726217449374,239.01095681559792,267.55503625979344
aws17,8.333333333333334,209.01844853951823,265.10524659898,219.7968482161494,264.3071339561901,230.49125094115985,265.3084577418943,237.2787668481959,267.1379323331918
aws17,10.0,203.43352785309605,263.54837264632954,212.29595899383648,263.5275453713791,227.45242725018244,263.71801709767897,235.49684333070653,266.4549305976736
aws17,11.666666666666668,198.1440323719712,261.92332767040926,207.7929188595569,261.58818969789513,224.3690948357517,261.8147724900175,233.1248375698864,264.98202928957164
aws17,13.333333333333334,192.98619789765792,259.4535583095169,202.9626123647094,259.43570084833505,221.317592967057,259.71036553318174,231.2603984431972,263.8925484821252
aws17,15.0,188.0240732474058,257.39382626826296,199.0147667639681,257.15692609343915,218.30304194644654,257.4657397114772,229.33156825691063,262.63054799872225
aws17,16.666666666666668,183.84965400175727,255.16727456032066,194.86950560382388,254.56740349223733,210.83892530856525,256.77455901689257,227.3879494425631,261.2369794730736
aws17,18.333333333333336,179.69997982121222,252.5176830860928,190.5636934715222,252.27083904006327,207.82866269555285,254.89539370696545,225.42326694858352,259.7314466112334
aws17,20.0,175.97952135225717,250.71012812739062,187.3213944024561,249.8781024310116,204.4029352057057,252.563575580679,223.4808508156282,258.1497217199964
wilkins,0.0,136.6877385878371,203.81481668938613,137.00350122421986,197.2624264744394,147.53222364391974,195.80173238275503,180.88581000454005,210.89836917188742
wilkins,0.01,141.21194470378003,205.9131076921826,144.41259071678823,201.1855457146361,158.22806822113347,202.70970793324582,191.35829620229092,218.75474421322195
wilkins,0.02,145.41177965359074,207.845701150616,151.19150029681091,204.85594200815203,167.16551598958796,208.37911587378045,198.71767778478218,224.11347175377898
wilkins,0.03,149.42994492702596,209.7079954736661,157.51826842343226,208.29296208938513,175.23945483721562,213.4912314641522,205.23024563143434,228.84435165587195
wilkins,0.04,153.274368126547,211.50268161825934,163.42317778607386,211.51438349516704,182.54339621328938,218.11556045790095,211.0081845190138,233.0379888732293
wilkins,0.05,156.9529428155227,213.23240218517677,168.9354569768451,214.53598717722807,189.15818942830313,222.30868743184425,216.14456652922362,236.7672973651045
wilkins,0.06,160.22214613309384,214.69515885430042,173.95267301666496,217.18409549161672,195.1545533179734,226.1180694475561,220.71794926994164,240.092255507567
wilkins,0.07,163.36846192704567,216.02289555389476,178.0478006643937,218.92445293400743,200.59482432770756,229.58428536320451,224.795461761978,243.0630356458007
wilkins,0.08,166.65807703379522,217.69432360402837,183.08636150036418,222.31976693164006,205.22860933137306,232.32102785859357,228.43498916727955,245.72215833818655
wilkins,0.09,169.7750472685071,219.25371565185074,187.44128601594943,224.94001359903882,209.73070704982985,235.22207613393573,231.68678713841052,248.10603130792052
wilkins,0.1,172.74797440696568,220.73771996413112,191.31476105404028,227.10447370634063,213.82425356918105,237.8719523159905,234.59471641973818,250.24608386371298
wilkins,0.11,175.59042279867447,222.15991675776476,195.02313322032785,229.25817388279222,216.5336119948419,238.8544111581841,237.19721354379283,252.1696259456321
wilkins,0.12,178.31131798243325,223.52708424513918,198.4791110898035,231.26183029489414,220.50246513500048,241.9947965157474,238.99279188276836,253.24903975185782
wilkins,0.13,180.917692523221,224.84345643789766,201.70693627374993,233.13609821191775,223.78737828338927,244.3431628954222,241.09727522410424,254.82723724395086
wilkins,0.14,183.41560991352398,226.11213544931493,204.7256359134651,234.89467728823183,226.70128190681683,246.36765641984337,243.0001153510932,256.26902588959734
wilkins,0.15,185.81053423679114,227.33564230551227,207.4334720009107,236.37938237841607,229.3238803075249,248.16943290409563,244.70899505405484,257.571688725168
wilkins,0.16,188.10750047278768,228.51615967885638,210.08402006149495,237.94098752135133,231.69847211742123,249.79447237014116,246.24465893033428,258.7497594970729
wilkins,0.17,190.31120342020336,229.65564990679013,212.5684451664454,239.41267862248162,233.8554023001774,251.2704610150628,247.6255194131693,259.8161341600209
wilkins,0.18,192.42604982695764,230.75591737012053,214.89839132732172,240.80082475207553,235.81855914372989,252.61684808437792,248.86793708166186,260.78227574540324
wilkins,0.19,194.45619237422622,231.81864400735031,217.08452862621505,242.11114439245233,237.34374555326906,253.48889272122352,249.03184647848207,260.3568518109216
wilkins,0.2,196.40555398305918,232.8454109732886,219.13667664653187,243.34883219337257,238.98831692499078,254.6347078638788,250.46667363290345,261.7634749467775
wilkins,0.28,209.49967897568658,239.92969900270072,231.40672550395092,250.73677321623833,247.98985539545146,261.0861202716777,256.138071643493,266.67310032437433
wilkins,0.36,219.13050144944083,245.40981227571748,239.1600732394785,255.82137783324072,252.36067543923653,264.3623708832046,258.21746644164335,268.44220086908086
wilkins,0.44,225.9913906267643,249.24831105517484,244.0128045747387,259.1788474267597,254.61043345730212,266.21553999849436,259.4408131522037,269.68517877963166
wilkins,0.52,231.47042096077007,252.74803361351385,247.16788147114914,261.54602708969287,255.82178114532962,267.3521223545634,260.0427456852692,270.3866654935444
wilkins,0.6000000000000001,235.6703107172579,255.59012813910635,249.4173046929014,263.48630673827074,256.4920579651145,268.0904206402916,260.137025944986,270.5645400145443
wilkins,0.6799999999999999,238.92456770022548,257.9321195831214,250.7830597301914,264.7078223550203,257.03935129514434,268.8238465046437,260.3577226980646,270.92871007304944
wilkins,0.76,241.168797349725,259.4540774056764,251.83856590750878,265.82426705423387,257.28038731082756,269.2295320022371,260.3220772656013,271.0003654311081
wilkins,0.8400000000000001,243.20544160722153,261.15362353898564,252.52591314851432,266.6366742837402,257.4295236093578,269.5544187029121,260.42288912132415,271.2425185375096
wilkins,0.9199999999999999,244.78176992343865,262.7319152043174,253.0829782182197,267.4078669996074,257.5361356455223,269.8450780730834,260.34180413103337,271.26788003403277
wilkins,1.0,245.9206557890397,263.77423404469283,253.43053395457954,267.97961025522676,257.6077725638973,270.10154444686947,260.28885464147027,271.326525535473
wilkins,1.4,249.2891675801726,268.03065313683663,254.2158454478591,270.2751459882435,257.79168802696563,271.234092178966,260.21183775198915,271.8902575895578
