site,twc,06H,06V,10H,10V,19H,19V,37H,37V
aws5,0.16,201.09875113778358,236.31510973631572,209.98541450600547,243.7352556257645,216.79315247697565,249.33249167349092,222.5031769067738,254.6161622393136
aws5,0.17,201.80212134886983,236.95684929618966,210.73589680656744,244.4580074722568,217.1084819123468,249.63907237223052,223.11741372304743,255.29547313520953
aws5,0.18,202.4793471032475,237.57871505194728,211.44596193952003,245.14701564126463,217.8422131950872,250.41483954546015,223.6845152403538,255.92474636175976
aws5,0.19,203.13150033677022,238.1814231149608,212.11800370878052,245.80409753806657,218.52482159127226,251.1405620456678,224.208429358346,256.5080852514892
aws5,0.2,203.7596033883522,238.76566150990152,212.75425828104775,246.43096052152245,219.16021676807108,251.81988844156015,224.69273645468044,257.0492174859754
aws5,0.28,207.84395755573073,242.637073848458,216.42926166957108,250.13820083315082,222.53035361658033,255.51227048498035,227.4761590392841,260.2090505872053
aws5,0.36,210.87563032234402,245.67725708922376,218.73842771263648,252.64373850846525,224.4449008902073,257.7424045132398,228.27399049065258,261.24595924382885
aws5,0.44,213.11638995520204,248.06423796102638,220.6556407755887,254.88605626409768,225.56192079584596,259.14821890638905,229.39224620143088,262.59105319193077
aws5,0.52,214.92253190715513,250.3137766130642,221.62334123761812,256.1620935210527,226.21266703984463,260.05798638519025,229.68615857472736,263.0498397919274
aws5,0.6000000000000001,216.16504161635092,251.88238672883,222.19589830277368,257.0470585221597,226.59097941356237,260.6711935880642,229.8217469338591,263.3269024622568
aws5,0.6799999999999999,217.07126090570512,253.13183510091395,222.83163643889668,258.17757857747506,226.81026650125392,261.10643234037525,230.2109346410545,263.8623306804117
aws5,0.76,217.95167399844317,254.40056441202347,223.03136865611918,258.7007600876859,226.92514708532934,261.4232381965374,229.72937770436656,263.46765748800294
aws5,0.8400000000000001,218.43489341887374,255.24913710939018,223.09401916968437,259.0684513621878,226.98640464200818,261.6760400130624,229.82290437073067,263.69132456571475
aws5,0.9199999999999999,218.760664830621,255.94102336283552,223.0172764231138,259.27784843709526,227.03529063479812,261.9105676926881,229.79388712643612,263.773479013778
aws5,1.0,219.1901984847656,256.7662203711718,223.07188531097995,259.6281204881522,227.0658881089691,262.1253250500584,229.85612893553096,263.95129332810507
aws5,1.4,219.27795873485897,258.7851520598499,222.80266619268653,260.7136012759833,227.02206015349063,263.0674200892943,230.1289538729224,264.77653361749117
aws5,1.8,218.8725881109157,260.10435865428985,222.0520084604417,261.3413627534348,226.83136967145782,263.64786169331626,229.6854746983873,264.90358104331665
aws5,2.2,217.7037053480186,260.59283857334884,222.02952592626235,262.52110328557177,226.3682156102904,263.8840329430798,229.26758037495213,264.96745183858616
aws5,2.6,216.61655302638076,261.06579911074385,221.38045806205417,263.03936896730363,225.766195933009,264.0103152955237,228.86990901154414,265.0188354985421
aws5,3.0,215.51258740660475,261.43268533234334,220.6595660452107,263.33614944577647,225.26502343952345,264.1192210759587,228.4916272906648,265.06256590479086
aws5,3.4000000000000004,214.68468406684616,262.0383310658595,219.79527289809621,263.4805524077194,224.7839317923057,264.1972974153851,228.1302314279002,265.0982840466881
aws5,3.8000000000000003,213.87688604781889,262.59584416332274,218.93393470506405,263.5507854986053,224.22758868086228,264.21997407133074,227.78339865467,265.12522342028427
aws5,4.2,212.90983355979043,262.9023051221151,218.11321283577232,263.5769364555146,223.75381329119642,264.23276382574716,227.36142599110605,265.1230977330041
aws5,4.6,211.83925868077074,263.03839061178195,217.24342113220513,263.5313463466597,223.2386806079565,264.19941023709384,227.0258734312595,265.1279533375061
aws5,5.0,210.74593909207863,263.0732021988244,216.38234323687877,263.44072079545157,222.75734639329224,264.14612272943515,226.70395745745867,265.12307098770503
aws5,6.666666666666667,203.76060438045465,262.2154792201518,212.8344588589299,262.63962489666585,220.7047099519024,263.59613268873784,225.36471831351878,264.9626402884815
aws5,8.333333333333334,199.11331433626646,261.5290376273048,206.08964381846116,261.36487922559587,218.5914800637107,262.5981231659155,224.0933954194634,264.5986059518825
aws5,10.0,194.4971842155548,260.4079906218275,202.51808195516892,260.25515457945767,215.75787734038713,260.51477594070195,222.839983349224,264.034492627902
aws5,11.666666666666668,189.7473908216199,258.23964039973754,198.2813298701056,258.2661754919459,210.29098325719983,260.2904934477517,221.54236539480272,263.2708184019101
aws5,13.333333333333334,185.72044498132453,257.09393799540385,195.0215941805575,256.5675492096512,207.40080000653026,258.3084976399656,219.53639791761162,261.5922037310555
aws5,15.0,181.42814662179018,254.4763674760795,191.23274591877984,254.27152525869863,205.14522568775104,257.0556124007056,218.21957318216485,260.54615520581547
aws5,16.666666666666668,177.5189702644903,251.99112662878917,187.94682227972262,252.6865988948235,202.11038008611857,255.08102894174058,216.91157521947457,259.3890638651637
aws5,18.333333333333336,174.06750080347283,250.53347824478166,184.60330087923998,249.94256398311796,199.42673997876545,252.70848941540817,215.57097934316806,258.1192431716404
aws5,20.0,170.27394696405895,248.06120557647594,181.3579979159627,247.3103136252482,197.3447455950384,251.030655656813,210.10447389249785,258.125305292352
amery,0.0,119.32609346064264,150.99423965307759,131.89303683203758,163.72533807774815,152.32410117173578,181.6990204946523,178.86580675925111,198.73026010380548
amery,0.01,124.69186782634492,155.79744954256924,139.9921168019466,170.8206294429464,162.72521358543347,190.7210378712058,189.69671857048445,208.81599777890787
amery,0.02,129.53207723417563,160.05451642745072,146.71698843566207,176.5165342007308,170.69119850981147,197.44049375024954,196.37489600309382,214.91121044922252
amery,0.03,134.12082818382834,164.0695869103437,153.08098573537552,181.93426490121004,177.82073529434706,203.41378808188878,202.23924781272143,220.23896711627046
amery,0.04,138.4781563824735,167.86801781419362,158.96869501892442,186.92546081841238,184.2313732283496,208.76096303246294,207.42100505928406,224.93313186231288
amery,0.05,142.62121685945883,171.47003090147288,164.4282269401886,191.54072838212727,189.44954376361184,212.9105017423195,212.02114966468116,229.09412112521676
amery,0.06,146.4861231692836,174.7939538712888,169.5000100036506,195.82075224001753,194.70930162680685,217.2902847505602,216.11981444532856,232.79979458408877
amery,0.07,150.24554401840592,178.05285790494736,174.21871946518525,199.79918724827627,199.4780278574114,221.26052745541315,219.78217446736477,236.11220216662548
amery,0.08,153.8306344526756,181.1582190367056,178.6145520493611,203.5044729331541,203.80892802647872,224.86876174276478,223.06229176427811,239.0819255254913
amery,0.09,157.252054361248,184.12068730705474,182.71411306761388,206.96104116295174,207.7478123300637,228.1549769031623,226.00571668158042,241.75096751146646
amery,0.1,160.4475719104888,186.8601812624301,186.54105923617607,210.1901571488348,211.33454081237883,231.1533023891641,228.65130680588098,244.15473540130222
amery,0.11,163.57137537860874,189.56609095637518,189.95004013238454,213.0081659680684,214.60408059808756,233.89320446768858,231.03253790409153,246.32344161865754
amery,0.12,166.5581013159203,192.15450456244977,193.29866266527702,215.84313438731397,217.58730453005262,236.40036252961548,233.17847549017466,248.28311993756822
amery,0.13,169.4152379834953,194.63232197212758,196.43202177064182,218.5005091795565,220.31161103598882,238.697327440514,235.11451353663747,250.05638151224454
amery,0.14,172.14971512109292,197.00584076668596,199.36584669420267,220.99364422860017,222.80141643396004,240.80402745407736,236.86294931857958,251.66299069377595
amery,0.15,174.67302081532395,199.16291207017665,202.11448584356614,223.33460743098854,225.0785536530752,242.73816489438093,238.44344011251653,253.12031317498085
amery,0.16,177.18295016709794,201.3471309432759,204.6910659133205,225.53435210078482,227.16260058366476,244.5155328424753,239.8733727192873,254.4436716912809
amery,0.17,179.58817646777595,203.44299725689044,207.10762565227398,227.6028570928431,229.07115433723675,246.15027206276793,241.1681672315375,255.64663335676696
amery,0.18,181.89392788220863,205.4550771019376,209.37522961640465,229.5492428351262,230.8200631050579,247.65508246179823,242.34153016692105,256.7412454050339
amery,0.19,184.10510251832306,207.38761775769763,211.5040658842849,231.38186852616946,232.42362418918688,249.04139936210905,243.40566785685309,257.7382312303887
amery,0.2,186.22629693382234,209.24457991851665,213.5035307439939,233.10841440419233,233.89475461977477,250.31954211588732,244.3714680883203,258.6471553221433
amery,0.28,200.24375487215775,221.55346612887826,225.7594863318078,243.84737447954396,242.0929081679178,257.60644533492166,249.53548208342784,263.60858211122815
amery,0.36,210.6431712516872,231.32468025290976,233.1678655363982,250.49651357338206,246.02406749803288,261.2277225742535,251.54931659957464,265.62565610495363
amery,0.44,218.3481856707482,238.45360369188876,237.97499970858547,255.28939904933617,248.41118133867462,263.6478105184448,252.96356176002791,267.1592569349014
amery,0.52,224.02683008756296,243.79612494353032,240.91208820645406,258.19636701678223,249.7438744314282,265.126431711802,253.70622631591243,268.04039010299084
amery,0.6000000000000001,228.33269877549108,247.96565045417165,243.0340555539612,260.45998849479616,250.2538259961094,265.7951423250706,254.09722642731478,268.5713475378525
amery,0.6799999999999999,231.59562583093685,251.22946199360513,244.25800630201954,261.8645628033683,250.68663170340275,266.55631699715576,254.0596459363954,268.66219671589664
amery,0.76,234.22215801865246,253.98779227493029,245.16717637003117,263.02213065083123,250.74760847707162,266.818050027352,254.0413541024536,268.77331365576464
amery,0.8400000000000001,236.16346728396178,256.1118144855627,245.89143125575933,264.0393338385246,250.83968160276015,267.1169630450246,254.00809614482847,268.8666743269283
amery,0.9199999999999999,237.76870944772946,257.97843829804964,246.30691460838568,264.7440503126675,250.9005843842939,267.3831813136123,254.13479608040058,269.1268922023912
amery,1.0,238.91176722682567,259.39663754887835,246.67674266773443,265.42702000257333,251.054117835077,267.7510192573145,254.00737022885386,269.1161296383214
amery,1.4,241.7980026633962,264.216713789872,247.1118041644243,267.4024155540715,250.82532788172648,268.47892885186656,253.86741676509672,269.6806905968617
amery,1.8,242.2898275173881,266.6781366737827,246.58188416837623,268.47681056072247,250.77286440011798,269.39004348026475,253.5727768150379,269.9792774029769
amery,2.2,241.75597149670824,268.22169631023684,245.90473909416366,269.2752195848064,250.42911177564812,269.98686551315404,253.19616996471171,270.17791589462536
amery,2.6,240.80567544789074,269.2534268539106,244.93910697727287,269.8672668647529,249.97483892951655,270.40871039761066,252.80647419148886,270.3465445742479
amery,3.0,239.52738902828725,269.93423832127274,244.22097224160325,270.57030308014845,249.45287273138732,270.72521087596476,252.4102661537649,270.4922942053654
amery,3.4000000000000004,238.08291969402694,270.3614730370553,243.25218012249778,270.989799136457,248.87439856983198,270.95601371654146,252.00690032687118,270.61500872396334
amery,3.8000000000000003,236.53381905967183,270.59781600770344,242.16503777599536,271.2210650164171,248.22479417440456,271.1102626872958,251.5620321355326,270.71764031000544
amery,4.2,234.94715002609902,270.74440383689114,240.98377264625205,271.3129306075944,247.5533385023038,271.1917069232794,251.13667048385713,270.79251971187733
amery,4.6,233.25519381721546,270.6757622030893,239.75322331568756,271.2961299763618,246.84400294333363,271.20661525626355,250.7045653661087,270.84236049566255
amery,5.0,231.5243466604958,270.49586000842703,238.48102580099584,271.18902589606716,246.09085206396153,271.1598677841871,250.26350860207668,270.867440496579
amery,6.666666666666667,224.83749592444744,269.8365355043636,233.00860493612694,270.0361773416741,242.66729103205745,270.36271253663654,248.29626826866416,270.7153060221363
amery,8.333333333333334,218.3933291632416,268.276789515482,227.5197156781176,268.11298009383944,239.01573470888138,268.9276480193336,246.17853692279184,270.18146052765275
amery,10.0,209.582165607391,266.8157928256518,222.1970424439913,265.7328092328336,235.22820088249412,267.00166066704304,243.76134414988616,269.1426283579423
amery,11.666666666666668,203.50126406095754,264.76374596116165,213.5891592055384,264.4087038116126,231.41805371746506,264.7548122759974,241.42888078470966,268.0174446358252
amery,13.333333333333334,197.84694327818286,262.2622242661954,208.54958655778415,261.97177581498033,227.65609570286776,262.3039280791552,239.038640728568,266.677941708048
amery,15.0,192.62535534958528,259.73798537902826,203.51641051046974,259.4423229188592,223.9940663625893,259.7338043379174,236.62061816961906,265.17229816522286
amery,16.666666666666668,187.7230104756646,257.60477207467164,199.21375258965995,256.77729447055515,220.30901803380775,256.94903934107157,234.18615041818168,263.5357753339049
amery,18.333333333333336,183.21840991197118,254.73842038936667,194.8219100956663,254.13627975543005,212.6130618062688,256.45288266528564,231.76448136432347,261.8017906260138
amery,20.0,178.99051094031805,252.08632326217162,190.48318460691672,251.54746125974964,209.1040814729029,254.1938469369738,229.0989022825486,259.72303545507884
shackleton,0.0,154.20351717063014,185.48550203010896,154.1779553006517,183.24798235037468,170.282057712255,198.84882134524355,194.714952857064,222.12612674523623
shackleton,0.01,157.58006709579303,189.01092945331442,159.94946689178013,189.3573399782643,177.46059090256227,206.44703045965892,202.21136009276992,230.2517057158746
shackleton,0.02,160.4860781632614,191.9153796226915,164.4213455549694,193.92803702804662,182.34710104088845,211.45182378381574,205.31741039403343,233.50105258527142
shackleton,0.03,163.23676805185517,194.65963297165936,168.66461007690762,198.26937460891966,186.71619798102617,215.9120529103944,208.088188569526,236.39843572599358
shackleton,0.04,165.84425260223935,197.25770976070774,172.56957168326522,202.25446829648982,190.64032457799308,219.90905174112072,210.56835841563333,238.99238068173756
shackleton,0.05,168.3191509741221,199.72159098228894,176.17317938999588,205.925184924382,194.1774415771628,223.50676891478648,212.79438009476024,241.32200478714407
shackleton,0.06,170.67084784925564,202.06166061837143,179.37380512463997,209.1635897798268,197.37497872319165,226.75670733059067,214.7966328635255,243.41956487652203
shackleton,0.07,172.9077012283501,204.28702127120195,182.46783015806776,212.309357311476,200.27245403690807,229.70117008093112,216.6008365303548,245.31214246196444
shackleton,0.08,175.03720675239987,206.4057275321207,185.34029675303842,215.22871878697228,202.90327852087137,232.37547380779904,218.229038188373,247.0227978202378
shackleton,0.09,177.06612844425754,208.4249633290238,188.010974659315,217.94292827956542,205.29604040409038,234.80950545727595,219.70032068336457,248.57138682430605
shackleton,0.1,178.5553440204529,209.82974549023473,190.49721574513433,220.47044856877218,207.47544463456092,237.02884677562258,221.03132733048224,249.9751571346712
shackleton,0.11,180.41096424579044,211.6806673560313,192.67250139436214,222.66492061094138,209.46301691815495,239.05560575430638,222.23666156325237,251.24919580597336
shackleton,0.12,182.1825419095188,213.44930314189648,194.83906639341666,224.87134890457781,211.27764262995228,240.90904427932279,223.32919894114423,252.40677399249356
shackleton,0.13,183.87480490711022,215.1405006202106,196.86221569608372,226.9339670233505,212.93598717664895,242.60606083853276,224.32033602142636,253.45961845331854
shackleton,0.14,185.4921138856951,216.75869937280024,198.7529583867176,228.8641150776012,214.45282944961704,244.16156805383838,225.22019256033113,254.4181296474126
shackleton,0.15,187.0385031390064,218.30798001225807,200.39170299751328,230.52395571775793,215.84133034779848,245.58879249560883,226.03777838692673,255.29155992485175
shackleton,0.16,188.51771534587988,219.79210553360414,202.05083895311407,232.22370606143127,216.52438148778467,246.24782229338294,226.78113295528735,256.08816124783067
shackleton,0.17,189.93323130096303,221.2145563435106,203.60456941637074,233.8184596646694,217.71740652268443,247.48313152049724,227.4574433556526,256.81530917820885
shackleton,0.18,191.28829553683192,222.5785601574534,205.06039098018525,235.31577872419865,218.81255454044845,248.62041176750958,228.07314504945091,257.4796080448715
shackleton,0.19,192.58593854792838,223.88711769207217,206.4251627968594,236.72255578164297,219.81843849725828,249.66824841508137,228.63400853827417,258.0869809459836
shackleton,0.2,193.8289961824732,225.14302488320305,207.56899783591828,237.8899595995928,220.74283503747642,250.6343840692229,229.14521442804377,258.64274735612014
shackleton,0.28,202.09628593939695,233.57613632558875,215.15151564154664,245.8003805723925,225.9255787330488,256.13931046354026,231.12727253840927,260.8837120767734
shackleton,0.36,207.63342293677366,239.5800615493556,219.89575205335757,250.91222905743186,228.63772170129755,259.1456417683992,232.7773856231548,262.7803240795375
shackleton,0.44,212.00579691761357,244.2987817160646,222.63079913200357,254.2020174352411,229.6853986717901,260.4259438996681,233.6372657149891,263.8351162954222
shackleton,0.52,214.97402983022081,247.60041955486813,224.35407472743253,256.2822969908345,230.57919482118157,261.57220982390095,234.08243376359323,264.4436106302236
shackleton,0.6000000000000001,217.08240447786656,250.05510830260903,225.4116856563105,257.6821107173062,230.55347974338747,261.86301337821766,233.61083196810816,264.0933109585848
shackleton,0.6799999999999999,218.6935964987639,252.03856351487735,226.04902437726463,258.6488220400566,230.91519081180746,262.4611700208533,233.6282170105799,264.2397120261579
shackleton,0.76,219.92558787124483,253.65689704201407,226.5307140889431,259.45982090153086,230.73333885944837,262.47317844159096,233.64273669130893,264.3766456006521
shackleton,0.8400000000000001,220.82022144852118,254.9377045397695,226.73248276353414,259.9700908123991,230.93354933687178,262.88123447485356,233.63277786469968,264.4920769410965
shackleton,0.9199999999999999,221.4586072193398,255.9596826962813,226.82172495396202,260.3594363853228,230.71770041492368,262.8465755787661,233.51803262970446,264.4871473080618
shackleton,1.0,221.90028943153735,256.78088762575953,226.83518488679627,260.6655633898477,230.43039534224818,262.7322937865649,233.36541221644012,264.53240097723983
shackleton,1.4,222.45903883083284,259.3686792226257,226.21956761600754,261.54367170180154,230.35059682256684,263.53497531886325,233.60287190601002,265.35993122194094
shackleton,1.8,221.95236843797832,260.7259786132438,225.32896006644938,261.9436696724465,230.17217875347418,264.15002685778876,233.2243779771456,265.5041212864676
shackleton,2.2,221.05191386630463,261.49094219266317,225.05661578219403,263.00028146088647,229.59220472004208,264.3944186346024,232.80114311332954,265.57364317227746
shackleton,2.6,219.87211013550393,261.9501106882661,224.48982491836784,263.59450091781844,229.07156235777532,264.56842860228346,232.3921934089246,265.6305235732349
shackleton,3.0,218.56631657043005,262.1658781607903,223.67560891645917,263.9060990913351,228.56485701440653,264.7001091900377,232.00113904998665,265.67992509530217
shackleton,3.4000000000000004,217.4787392938828,262.54543373628485,222.85327077608437,264.10077751662465,227.9831163196903,264.7760077583086,231.54810622389837,265.7074911403683
shackleton,3.8000000000000003,216.65360603234953,263.1566394190314,221.94833523386828,264.1894332949253,227.47590869816204,264.83336897398027,231.16421555403892,265.7361260992897
shackleton,4.2,215.6564773421257,263.5012047366817,221.09056319785216,264.2298067934864,226.98375252526046,264.8585444499799,230.80388436092596,265.7565276824686
shackleton,4.6,214.56581156382725,263.6725167786681,220.17189977378658,264.19282185305076,226.42330374261232,264.83053846862026,230.4569924059305,265.76664487968316
shackleton,5.0,213.42584594249487,263.72436883413104,219.2621822260939,264.10747126992254,225.92327171036004,264.7860919399159,230.12042034492364,265.7657278887994
