,06H,06V,10H,10V,19H,19V,37H,37V,weight,drysp,depth
0,228.1348966375673,260.8211859532481,231.89237831335396,262.6647365389217,236.44034218197194,264.7253092015931,239.3201781281093,265.93377703369765,100,0,0.0
1,235.2998044429041,260.39217847343014,237.47846168739588,262.34253744254784,240.06642434331124,264.54953749353757,240.37133690321343,264.8118401802851,100,0,0.1
2,235.19342319298943,260.19432717087386,237.37106430085672,262.1764661966155,240.08553226703862,264.50857355468537,239.40402721618312,263.90384159341215,100,0,0.2
3,235.02243755249822,260.085436407899,237.3143327319439,262.0549144212645,240.02051313052445,264.48364690967844,238.63808079511654,263.15888248490734,100,0,0.30000000000000004
4,234.78076401238766,259.7678442108113,237.20340477956933,261.8516140065036,239.93471685524204,264.30983441444715,237.7319056142261,262.194006673513,100,0,0.4
5,234.79867545296025,259.7200248310852,237.13914686549634,261.84369532813133,240.09439428860088,264.4332930621725,237.43929883112344,262.0167361953317,100,0,0.5
6,234.83081154116695,259.67764171400904,237.0589051548181,261.70123770594824,240.208164281085,264.4854094139207,237.04669478439723,261.61153011748536,100,0,0.6000000000000001
7,234.72275755527,259.58634326209796,237.15303954661886,261.73460483285737,240.32198839877518,264.5300941084905,236.71478441415647,261.2543885276577,100,0,0.7000000000000001
8,234.53596489494825,259.6124755527963,235.65106948389746,259.8207829167981,240.06454143686204,264.3171059903221,235.5618556298561,260.0759997601492,100,0,0.8
9,226.04848750076872,257.3539062130028,228.81274033472698,259.5378035187385,234.03693925882283,262.984582565632,234.70465592123475,260.23332615374943,100,0,0.9
10,225.60676431760126,257.0334225105583,228.63488296458786,259.4010204548682,234.01198975963783,262.93700150630036,234.49761212016213,260.0240855731936,100,0,1.0
11,225.8825879542305,257.1329266691491,228.90629977909148,259.5345551088291,234.23621939673095,263.07325873298987,234.31762964823676,259.80247857538774,100,0,1.1
12,225.93275707586687,257.1689495215531,228.99768679385465,259.6050078112145,234.3534709043771,263.15526910366333,234.15177205068198,259.60812490771923,100,0,1.2000000000000002
13,225.72934171071518,257.0572236050337,228.71468027493825,259.43288626935936,234.2365849536158,263.07802772860776,233.98332809053153,259.4201765908458,100,0,1.3
14,226.06519181715947,257.1646151738545,229.0110008755671,259.5543027986911,234.42481841770115,263.1622699540984,233.83111895286606,259.2348287153231,100,0,1.4000000000000001
15,226.11181261650518,257.19797761831154,229.09221564413934,259.6136561609448,234.51258634633928,263.2124894657988,233.69235852178556,259.0717904538661,100,0,1.5
