,06H,06V,10H,10V,19H,19V,37H,37V,weight,drysp,depth
118,217.5166836636027,233.65930650250908,218.0163932963617,234.15609083726557,220.390823638115,236.19281343509542,234.44053849190732,248.8357408317539,13,3,0.4
119,216.79688826067184,232.97873777104573,217.81197954447936,233.87466100295373,221.05821908290307,236.77570676920377,235.1614827162367,249.45646326416914,13,3,0.5
120,214.70822633891044,231.52144275397853,217.05808676617562,233.10262887925188,221.44858455258625,236.9702839421588,235.16026462649475,249.3761408765438,13,3,0.6000000000000001
121,197.22585244695736,229.83626519373408,199.38841390424048,231.3664352723205,206.54061029310333,235.98702742513512,227.14906581000156,247.48778179288706,13,3,0.7000000000000001
122,197.00972673086437,229.52855787605145,199.4841295454527,231.3582118808419,207.06144493498314,236.4014176846004,225.61220468609937,245.91048145515438,13,3,0.8
123,196.96571081240506,229.37930954311574,199.74609364287826,231.51681927377817,207.58247722894356,236.83653832143486,223.68625256397877,243.88626078585673,13,3,0.9
124,196.5810428354234,228.7748079233837,199.87023048779199,231.44421659635555,207.79121720522488,236.89186932196301,221.6116530069212,241.67118180021103,13,3,1.0
125,196.29181669968895,228.67737600083058,200.1371027363419,231.68609466677364,207.6889392102223,236.6920608499538,218.26558534111115,238.00491819906364,13,3,1.1
126,188.25273962050179,227.0544401413529,192.62268643094959,230.24101047102724,202.31429651593834,234.93246071519258,217.89412787849,237.7013839768732,13,3,1.2000000000000002
127,188.50344024756134,227.31716192246805,192.93538161611542,230.56797959995177,201.71020039834397,234.25564844681057,216.99450222047759,236.7187421994073,13,3,1.3
128,188.74767989187836,227.57233774647693,193.23447560441113,230.88010359627293,201.13221136405198,233.5913190231724,216.59937891495204,236.29271497113325,13,3,1.4000000000000001
129,189.02779040688594,227.8776174352976,193.53375597559508,231.19450211942296,200.60689988653863,232.98035348605777,216.41707811565445,236.0979766410228,13,3,1.5
130,189.15101161503821,227.78123348354924,193.7703780716848,231.27359685287072,200.1133146380942,232.38506682367714,216.32840867398397,236.00378147744757,13,3,1.6
131,189.4664993654618,228.07714541443863,193.92814515259073,231.36787764522492,199.05154998567173,231.10692849221624,216.26333187439488,235.93485546401044,13,3,1.7000000000000002
132,189.7229953269799,228.35016341045863,194.07415901657882,231.51076514662142,198.20601024876413,230.1170314821503,215.19355522216875,234.80433689800037,13,3,1.8
133,190.05168128774315,228.47244882810682,194.33567629301828,231.64375791280872,197.52409569545202,229.31829788887512,215.70138221125495,235.34103333562123,13,3,1.9000000000000001
134,190.40621707229377,228.84547959811127,194.4447981054086,231.73624150050483,196.59169984610432,228.21079921626654,215.70113366226437,235.34077068834677,13,3,2.0
135,190.61744620621548,229.66040643230065,193.58894769229306,231.05979240745606,194.0933500788873,225.27341919949515,215.70113366226437,235.34077068834677,13,3,2.4
136,191.71243218780478,230.68992400842194,193.5265608300635,230.87892994322658,192.89579832834886,223.8748787303759,215.70113366226437,235.34077068834677,13,3,2.8
137,191.91635672926665,230.72550342019244,192.04987245838316,229.05109437552326,192.43914043770803,223.35022178332278,215.70113366226437,235.34077068834677,13,3,3.2
138,192.4740746601719,231.42931149454148,191.07086076533437,227.9285868131479,192.28367887453314,223.1735447836087,215.70113366226437,235.34077068834677,13,3,3.6
139,191.88832905696998,230.85110300754272,189.38031611811522,225.91764511191272,191.04023572592834,221.76728869305197,215.70113366226437,235.34077068834677,13,3,4.0
140,191.11957417818425,229.89385556008395,187.857808285999,224.0897057322692,191.03982991615888,221.76682945698911,215.70113366226437,235.34077068834677,13,3,4.4
141,190.53210973672634,229.23311995944954,186.78017773076687,222.8133908641456,191.03982991615888,221.76682945698911,215.70113366226437,235.34077068834677,13,3,4.800000000000001
142,189.316192098559,227.80484344951356,186.42602728778616,222.3738637780316,191.03982991615888,221.76682945698911,215.70113366226437,235.34077068834677,13,3,5.2
143,188.2026970211708,226.47193300242287,186.1766325383282,222.07091126971955,191.03982991615888,221.76682945698911,215.70113366226437,235.34077068834677,13,3,5.6
144,187.11714324192042,225.1707036260865,186.03253161435686,221.89815528040288,191.03982991615888,221.76682945698911,215.70113366226437,235.34077068834677,13,3,6.0
145,186.10925773534703,223.9640220633746,185.95683302478903,221.80825650230423,191.03982991615888,221.76682945698911,215.70113366226437,235.34077068834677,13,3,6.4
146,185.25940186479562,222.94627303022506,185.91125681036877,221.75471553564375,191.03982991615888,221.76682945698911,215.70113366226437,235.34077068834677,13,3,6.800000000000001
147,184.54972280123084,222.09563549596055,185.8848408159056,221.72386950723276,191.03982991615888,221.76682945698911,215.70113366226437,235.34077068834677,13,3,7.2
148,183.97374801831725,221.40659767666574,185.86918635617076,221.70566855906733,191.03982991615888,221.76682945698911,215.70113366226437,235.34077068834677,13,3,7.6000000000000005
149,183.50953899228594,220.84948597269576,185.85752370897885,221.6921562025951,191.03982991615888,221.76682945698911,215.70113366226437,235.34077068834677,13,3,8.0
150,182.36982418461452,219.49600951971067,184.63816180659614,220.28486081136586,191.03982991615888,221.76682945698911,215.70113366226437,235.34077068834677,13,3,10.0
151,182.22634757915984,219.3133435769062,184.64006556153623,220.28864628883198,191.04341922509423,221.77675935552594,215.69756857213017,235.33896291211983,13,3,15.0
152,221.97207424254728,238.7899525359132,220.71224752327734,237.59434849171566,218.4395838916024,235.544267497625,225.80637454350867,242.38597650577188,7,4,0.0
153,221.0651456192035,237.14066028436065,220.33249282663047,236.4311644971384,218.90064302337547,235.12595977231908,228.8842080832694,244.22984597568544,7,4,0.1
154,219.63940339805072,235.79295137818474,219.11613622149213,235.25751441292246,219.21417116880158,235.33304220614482,231.07520818053817,246.06615508801508,7,4,0.2
155,218.53967169924786,234.71429479772084,218.4847072192992,234.60049464091705,219.7267576706062,235.6987088565505,232.99398065107314,247.64980918701926,7,4,0.30000000000000004
156,217.45680812633816,233.60484374401048,217.9660077904266,234.10864205783733,220.390823638115,236.19281343509542,234.44053849190732,248.8357408317539,7,4,0.4
157,216.732234678215,232.91912681396607,217.76289358400538,233.82839069806226,221.05821908290307,236.77570676920377,235.1614827162367,249.45646326416914,7,4,0.5
158,214.65760170344655,231.4745882907084,217.01416085230235,233.05993330927643,221.44858455258625,236.9702839421588,235.16026462649475,249.3761408765438,7,4,0.6000000000000001
159,197.1736019713484,229.7857905857023,199.3456945413803,231.32287988529606,206.54061029310333,235.98702742513512,227.14906581000156,247.48778179288706,7,4,0.7000000000000001
160,196.9573963319193,229.4776873801609,199.44226031960798,231.31536933913353,207.06144493498314,236.4014176846004,225.61220468609937,245.91048145515438,7,4,0.8
161,196.91370154476493,229.32851353247182,199.704948516991,231.4745646992209,207.58247722894356,236.83653832143486,223.68625256397877,243.88626078585673,7,4,0.9
162,196.69834446450892,228.90401018954714,199.83041457854324,231.40302950281043,207.79121720522488,236.89186932196301,221.6116530069212,241.67118180021103,7,4,1.0
163,196.40843796322454,228.80732183634015,200.09766621357176,231.64468915709426,207.6889392102223,236.6920608499538,218.26558534111115,238.00491819906364,7,4,1.1
164,188.1978601322808,226.9977521130658,192.58469738329444,230.1999578735073,202.31429651593834,234.93246071519258,217.89412787849,237.7013839768732,7,4,1.2000000000000002
165,188.44861299037032,227.2605407601251,192.89738333047455,230.52692519070916,201.71020039834397,234.25564844681057,216.99450222047759,236.7187421994073,7,4,1.3
166,188.69290331191044,227.51578138941403,193.19646130179623,230.8390393635148,201.13221136405198,233.5913190231724,216.59937891495204,236.29271497113325,7,4,1.4000000000000001
167,188.9740616139618,227.82229912429,193.49566407556262,231.1533526331858,200.60689988653863,232.98035348605777,216.41707811565445,236.0979766410228,7,4,1.5
168,189.0967328442207,227.72455185550425,193.7332020871223,231.23305243168062,200.1133146380942,232.38506682367714,216.32840867398397,236.00378147744757,7,4,1.6
169,189.4121418723764,228.02039881622318,193.890936791668,231.32731622045767,199.05154998567173,231.10692849221624,216.26333187439488,235.93485546401044,7,4,1.7000000000000002
170,189.6698550427163,228.2948624880085,194.0368859438412,231.47013437849253,198.20601024876413,230.1170314821503,215.19355522216875,234.80433689800037,7,4,1.8
171,189.99775711549944,228.41560732084378,194.2989032388066,231.6033189071399,197.52409569545202,229.31829788887512,215.70138221125495,235.34103333562123,7,4,1.9000000000000001
172,190.35218030404766,228.78853005255456,194.40797949855556,231.69576266175628,196.59169984610432,228.21079921626654,215.70113366226437,235.34077068834677,7,4,2.0
173,190.56307394825754,229.60190054823417,193.93628438547282,231.44888980832982,194.0933500788873,225.27341919949515,215.70113366226437,235.34077068834677,7,4,2.4
174,191.657513801876,230.63042143915334,193.48936006441247,230.83701921305925,192.89579832834886,223.8748787303759,215.70113366226437,235.34077068834677,7,4,2.8
175,192.12584840943933,231.03182840987665,192.1773617632418,229.23300657072488,192.45501921360707,223.36840233967573,215.70113366226437,235.34077068834677,7,4,3.2
176,192.45194952914827,231.4002366648218,191.07095266745057,227.92775048452307,192.28453592647574,223.17451784870235,215.70113366226437,235.34077068834677,7,4,3.6
177,191.98555560622066,230.95936601052986,189.48030523761216,226.03914960621776,191.0200677045411,221.74448538879227,215.70113366226437,235.34077068834677,7,4,4.0
178,191.45912897036848,230.32240500258786,188.0779386359605,224.35786302791368,191.01968561206218,221.74405298382067,215.70113366226437,235.34077068834677,7,4,4.4
179,190.71066886936674,229.4288511723782,186.91742560592567,222.97432830611166,191.01968561206218,221.74405298382067,215.70113366226437,235.34077068834677,7,4,4.800000000000001
180,189.75328234146616,228.2868981217029,186.58871845166564,222.56423255168622,191.01968561206218,221.74405298382067,215.70113366226437,235.34077068834677,7,4,5.2
181,188.61418071368323,226.93350131817436,186.36450062931945,222.2902550915377,191.01968561206218,221.74405298382067,215.70113366226437,235.34077068834677,7,4,5.6
182,187.6882897775984,225.82413512707507,186.23300862139584,222.1316169171125,191.01968561206218,221.74405298382067,215.70113366226437,235.34077068834677,7,4,6.0
