snowpack,06H,06V,10H,10V,19H,19V,37H,37V,twc,sp,weights
594,198.3647428425563,261.79325072991884,208.4499304133595,261.891865771067,225.19618687483126,262.16424594284814,234.3361413247317,265.5775701156476,11.666666666666668,19,1
595,193.51685972904622,259.7347621617744,203.60286378368147,259.69525026264773,222.06751617746235,260.024847041449,232.41082965385985,264.4598717885296,13.333333333333334,19,1
596,188.54407373817133,257.6169272607542,199.5439015326185,257.4234739478775,218.9853385455018,257.7483475656405,230.4276513893483,263.1706683456986,15.0,19,1
597,184.27872225146905,255.4243710170684,195.37221966940132,254.8047946356322,211.51650804886222,257.07383058485357,228.42718666118014,261.7487401237012,16.666666666666668,19,1
598,180.09620765723574,252.75016456905357,191.06885778098376,252.46820111138922,208.45795662715682,255.1328322464143,226.40975057187018,260.21627306503547,18.333333333333336,19,1
599,176.36214434161593,250.88631878714068,187.71984762173832,250.10109045394893,204.96395827831256,252.8244327093833,224.40521210367353,258.6032701188935,20.0,19,1
600,173.42357513311524,209.7323771693723,176.08299743260153,210.44950257849874,185.88409795652368,216.24998948037376,213.61025161106488,236.57074015596402,0.0,20,3
601,194.36611483115564,224.65548446219609,206.82695209104017,233.29008153546837,222.25454964399327,244.8783999281932,238.05959114866306,257.265795197457,0.1,20,3
602,207.97715336447078,234.74955561221125,222.77930050429,245.67966507558083,236.20077604174116,256.1234680311832,245.28744782637852,263.4000104098227,0.2,20,3
603,217.08544335621153,241.84497846717696,230.98582582446892,252.32076679334855,242.105632669641,261.2407681366689,248.13724419426157,266.0515318001771,0.30000000000000004,20,3
604,223.2702934084384,246.92630046619797,235.6355764708346,256.4209260121719,244.254556826385,263.2388032301887,249.1295373019127,267.1008945871218,0.4,20,3
605,227.5461227370589,250.6649865376474,238.15057796547802,258.84878281635315,245.04203977305005,264.1281133389381,248.93046780401116,267.0206560481565,0.5,20,3
606,230.5214225785814,253.45847414688478,239.76502560536915,260.6374460863897,245.73651667178467,265.05664566761163,249.2258358789292,267.4786639824525,0.6000000000000001,20,3
607,232.4899492653565,255.73503769143034,240.64584718411564,261.7954911347194,245.75092318518512,265.2996676638692,249.03870074183394,267.44789316660007,0.7000000000000001,20,3
608,233.95547817212795,257.4224104350215,240.98270613459363,262.44657574091406,246.0017509675724,265.8138089592227,248.89179149652682,267.45651130617904,0.8,20,3
609,235.1575519433469,258.95393142878726,241.14913888387517,263.1594463546519,245.7164113120012,265.75790033687554,248.76050223351817,267.4756367736259,0.9,20,3
610,235.88046976683603,260.0408330828679,241.3118887815859,263.7116227774376,245.74271978681924,266.03561239189713,248.6677991383917,267.5477911537584,1.0,20,3
611,237.1054473988195,263.03023683427136,241.19976827579637,265.1203026242791,245.251236939122,266.64736593010355,248.68596340207958,268.1808233402569,1.4,20,3
612,236.77364234286082,264.75715488758595,240.62328586881827,266.10295536448155,245.23885797110313,267.5499769290869,248.34561376056968,268.4201850734645,1.8,20,3
613,235.8021403201695,265.744866880884,239.8924515759576,266.8205566327529,244.84868055414157,268.0259939522609,247.86629567536298,268.5741918574759,2.2,20,3
614,234.72230235981883,266.5392083416951,239.3236271415879,267.6846841831286,244.35993550263856,268.3638993888209,247.43420194876902,268.70208551750784,2.6,20,3
615,233.41292971211962,267.07347254880943,238.50195035472788,268.25292445249653,243.75402290014486,268.62087034638466,247.0159978916717,268.8125694140614,3.0,20,3
616,232.08040211824616,267.4753491576368,237.57853855221538,268.59844091410025,243.18489594407623,268.8113080405024,246.60318373262942,268.90590575221694,3.4000000000000004,20,3
617,230.58111190011553,267.6580604402876,236.51328357531736,268.7872189322828,242.59246131394968,268.93974348001314,246.19289035347686,268.9813016674805,3.8000000000000003,20,3
618,229.11417826149193,267.8090104697664,235.43452910218295,268.86885626922015,241.9278216260303,269.00668999549464,245.78313156824382,269.03806304882556,4.2,20,3
619,227.6036783795035,267.91119926732097,234.28418813510518,268.8536936385127,241.28069339852016,269.02061868418986,245.32184653124654,269.0758400694199,4.6,20,3
620,226.29267428147259,268.10657048656435,233.14033325338164,268.7673078962787,240.61567282505814,268.98259154442235,244.89723136951957,269.0940223905854,5.0,20,3
621,220.34209382293625,267.661976637555,228.1815061106155,267.7611527199813,237.5821278433939,268.3253973968899,243.08775834066873,268.9568932145493,6.666666666666667,20,3
622,212.0579626464175,266.67972595266895,222.98420005920008,265.7813517682097,234.05926841366127,266.7427511571481,241.22559191873867,268.49795327506354,8.333333333333334,20,3
623,205.99249905243903,264.82075539967525,218.20492695647755,263.650678469183,230.73449153327093,265.03017236406896,238.8580972075257,267.33949681307394,10.0,20,3
624,200.13926155794525,262.80378944738624,210.0086173570823,262.4437499123949,227.36269946655077,262.99709720350097,236.8292097375975,266.3583404014914,11.666666666666668,20,3
625,195.02402926220006,260.5598266424155,205.35923663525227,260.4195825834743,224.0138149678148,260.75380345965357,234.7236900443029,265.16519594189964,13.333333333333334,20,3
626,189.99167674026003,258.28442133649867,200.69390405693488,257.79899235021367,220.73767607751057,258.3825299756242,232.6089375967857,263.8117472449311,15.0,20,3
627,185.487186443768,256.1561390619939,196.73737344726305,255.4489239177294,213.2165640579865,257.72450715598524,230.460989270654,262.32083953461955,16.666666666666668,20,3
628,181.20059147665722,253.4119594871275,192.42170409033025,252.9983649642294,209.69823002192018,255.2693058862176,228.3058124241966,260.72329789161546,18.333333333333336,20,3
629,177.41086022806414,251.39252477066523,188.79289922169,250.68839920694487,206.40129648802534,253.31325758743841,226.1622072556818,259.04501680013675,20.0,20,3
630,175.0009746706066,210.22733563312096,176.74342091479764,210.6477723644033,185.84228294638396,216.19890358840834,213.61025161106483,236.570740155964,0.0,21,3
631,195.3178085818981,224.91224247533535,207.13586719424734,233.378010283495,222.21793336960602,244.83681096380442,238.0595911486631,257.265795197457,0.1,21,3
632,208.5646625237965,234.88776659586503,222.9240353683774,245.71723981015123,236.168140344569,256.08764486119446,245.28744782637852,263.4000104098227,0.2,21,3
633,217.43027796556134,241.89336773301773,231.04471782671268,252.3291714421721,242.08489822111815,261.2183652162895,248.13724419426157,266.0515318001771,0.30000000000000004,21,3
634,223.48972211690537,246.95165290728326,235.65499505415232,256.4171725858281,244.22918206242775,263.211796195517,249.1295373019127,267.1008945871218,0.4,21,3
635,227.50020358716276,250.46482854362895,238.25820058912475,258.96041025373125,245.01127616894098,264.09564672702436,248.93046780401116,267.0206560481565,0.5,21,3
636,230.61427660094134,253.4685394485373,239.75903546451525,260.62888037338155,245.716699892892,265.03589416900326,249.2258358789292,267.4786639824525,0.6000000000000001,21,3
637,232.55554710288567,255.74744378139377,240.5435756841262,261.68356136246257,245.72717940357973,265.2748984496992,249.03870074183394,267.44789316660007,0.7000000000000001,21,3
638,234.0148397915056,257.45060639090644,240.96369325598084,262.4301283536352,245.98627011137683,265.7977689260529,248.89179149652682,267.45651130617904,0.8,21,3
639,235.04387983173086,258.79976231421716,241.13425153859197,263.14816416356683,245.86776293879848,265.9206529608873,248.76050223351817,267.4756367736259,0.9,21,3
640,235.76878769618395,259.8996062392272,241.29773921154663,263.70122797475756,245.7427191858592,266.0356117522469,248.6677991383917,267.5477911537584,1.0,21,3
641,237.0217452523026,262.93787958107526,241.1860237475998,265.10989955367586,245.251236939122,266.64736593010355,248.68596340207958,268.1808233402569,1.4,21,3
642,236.71920664247398,264.7017121470327,240.6104955948374,266.09269301879567,245.23885797110313,267.5499769290869,248.34561376056968,268.4201850734645,1.8,21,3
643,235.76472151196273,265.71021744351395,239.8924515759576,266.8205566327529,244.84868055414157,268.0259939522609,247.86629567536298,268.5741918574759,2.2,21,3
644,234.69715140591666,266.5181803429585,239.3236271415879,267.6846841831286,244.35993550263856,268.3638993888209,247.43420194876902,268.70208551750784,2.6,21,3
645,233.39323721384918,267.05830638044466,238.50195035472788,268.25292445249653,243.75402290014486,268.62087034638466,247.0159978916717,268.8125694140614,3.0,21,3
646,232.04415770381652,267.4388188610032,237.57853855221538,268.59844091410025,243.18489594407623,268.8113080405024,246.60318373262942,268.90590575221694,3.4000000000000004,21,3
647,230.56146781516418,267.6425416294886,236.51328357531736,268.7872189322828,242.59246131394968,268.93974348001314,246.19289035347686,268.9813016674805,3.8000000000000003,21,3
648,229.10327307287292,267.8023169947488,235.43452910218295,268.86885626922015,241.9278216260303,269.00668999549464,245.78313156824382,269.03806304882556,4.2,21,3
649,227.6036783795035,267.91119926732097,234.28418813510518,268.8536936385127,241.28069339852016,269.02061868418986,245.32184653124654,269.0758400694199,4.6,21,3
650,226.29267428147259,268.10657048656435,233.14033325338164,268.7673078962787,240.61567282505814,268.98259154442235,244.89723136951957,269.0940223905854,5.0,21,3
651,220.34209382293625,267.661976637555,228.1815061106155,267.7611527199813,237.5821278433939,268.3253973968899,243.08775834066873,268.9568932145493,6.666666666666667,21,3
652,212.0579626464175,266.67972595266895,222.98420005920008,265.7813517682097,234.05926841366127,266.7427511571481,241.22559191873867,268.49795327506354,8.333333333333334,21,3
653,205.99249905243903,264.82075539967525,218.20492695647755,263.650678469183,230.73449153327093,265.03017236406896,238.8580972075257,267.33949681307394,10.0,21,3
654,200.13926155794525,262.80378944738624,210.0086173570823,262.4437499123949,227.36269946655077,262.99709720350097,236.8292097375975,266.3583404014914,11.666666666666668,21,3
655,195.02402926220006,260.5598266424155,205.35923663525227,260.4195825834743,224.0138149678148,260.75380345965357,234.7236900443029,265.16519594189964,13.333333333333334,21,3
656,189.99167674026003,258.28442133649867,200.69390405693488,257.79899235021367,220.73767607751057,258.3825299756242,232.6089375967857,263.8117472449311,15.0,21,3
657,185.487186443768,256.1561390619939,196.73737344726305,255.4489239177294,213.2165640579865,257.72450715598524,230.460989270654,262.32083953461955,16.666666666666668,21,3
658,181.20059147665722,253.4119594871275,192.42170409033025,252.9983649642294,209.69823002192018,255.2693058862176,228.3058124241966,260.72329789161546,18.333333333333336,21,3
659,177.41086022806414,251.39252477066523,188.79289922169,250.68839920694487,206.40129648802534,253.31325758743841,226.1622072556818,259.04501680013675,20.0,21,3
660,173.49319203852508,209.81491800097126,176.07319788732454,210.4381270912032,185.88409795652385,216.2499894803737,213.61025161106483,236.570740155964,0.0,22,3
661,194.34976475149455,224.637297443022,206.82091491091916,233.2831227733397,222.25454964399327,244.8783999281932,238.0595911486631,257.265795197457,0.1,22,3
662,207.93997321721827,234.70709892496234,222.77573631923178,245.67558118191286,236.2007760417412,256.1234680311832,245.28744782637852,263.4000104098227,0.2,22,3
663,217.02443876264977,241.77493464896122,230.98083858601058,252.31508524346881,242.105632669641,261.2407681366689,248.13724419426157,266.0515318001771,0.30000000000000004,22,3
664,223.03976493462136,246.66036675484335,235.63248874739122,256.41742650530114,244.254556826385,263.2388032301887,249.1295373019127,267.1008945871218,0.4,22,3
665,227.33018910996492,250.41618923197194,238.14947729051917,258.84754075568566,245.04203977305005,264.1281133389381,248.93046780401116,267.0206560481565,0.5,22,3
666,230.50230453459488,253.43686720928198,239.7648889704733,260.63729240325347,245.73651667178467,265.05664566761163,249.2258358789292,267.4786639824525,0.6000000000000001,22,3
667,232.48296063541156,255.72743767787256,240.6458476000153,261.79549160068945,245.75092318518512,265.2996676638692,249.03870074183394,267.44789316660007,0.7000000000000001,22,3
668,233.96974891808057,257.43912685317105,240.98270613459363,262.44657574091406,246.0017509675724,265.8138089592227,248.89179149652682,267.45651130617904,0.8,22,3
669,235.0177311941373,258.79428361234056,241.14913888387517,263.1594463546519,245.7164113120012,265.75790033687554,248.76050223351817,267.4756367736259,0.9,22,3
670,235.7556837018197,259.89832795414605,241.3118887815859,263.7116227774376,245.74271978681924,266.03561239189713,248.6677991383917,267.5477911537584,1.0,22,3
671,237.02970446962127,262.9432902289846,241.19976827579637,265.1203026242791,245.251236939122,266.64736593010355,248.68596340207958,268.1808233402569,1.4,22,3
672,236.59985551802737,264.5559849233737,240.62328586881827,266.10295536448155,245.23885797110313,267.5499769290869,248.34561376056968,268.4201850734645,1.8,22,3
673,235.7795249409227,265.71836726399573,239.8924515759576,266.8205566327529,244.84868055414157,268.0259939522609,247.86629567536298,268.5741918574759,2.2,22,3
674,234.71168947508377,266.5265168441256,239.3236271415879,267.6846841831286,244.35993550263856,268.3638993888209,247.43420194876902,268.70208551750784,2.6,22,3
675,233.4092477230445,267.0688637657955,238.50195035472788,268.25292445249653,243.75402290014486,268.62087034638466,247.0159978916717,268.8125694140614,3.0,22,3
676,232.0804025607969,267.4753497333567,237.57853855221538,268.59844091410025,243.18489594407623,268.8113080405024,246.60318373262942,268.90590575221694,3.4000000000000004,22,3
677,230.58111190011553,267.6580604402876,236.51328357531736,268.7872189322828,242.59246131394968,268.93974348001314,246.19289035347686,268.9813016674805,3.8000000000000003,22,3
678,229.11417826149193,267.8090104697664,235.43452910218295,268.86885626922015,241.9278216260303,269.00668999549464,245.78313156824382,269.03806304882556,4.2,22,3
679,227.6036783795035,267.91119926732097,234.28418813510518,268.8536936385127,241.28069339852016,269.02061868418986,245.32184653124654,269.0758400694199,4.6,22,3
680,226.29267428147259,268.10657048656435,233.14033325338164,268.7673078962787,240.61567282505814,268.98259154442235,244.89723136951957,269.0940223905854,5.0,22,3
681,220.34209382293625,267.661976637555,228.1815061106155,267.7611527199813,237.5821278433939,268.3253973968899,243.08775834066873,268.9568932145493,6.666666666666667,22,3
682,212.0579626464175,266.67972595266895,222.98420005920008,265.7813517682097,234.05926841366127,266.7427511571481,241.22559191873867,268.49795327506354,8.333333333333334,22,3
683,205.99249905243903,264.82075539967525,218.20492695647755,263.650678469183,230.73449153327093,265.03017236406896,238.8580972075257,267.33949681307394,10.0,22,3
684,200.13926155794525,262.80378944738624,210.0086173570823,262.4437499123949,227.36269946655077,262.99709720350097,236.8292097375975,266.3583404014914,11.666666666666668,22,3
685,195.02402926220006,260.5598266424155,205.35923663525227,260.4195825834743,224.0138149678148,260.75380345965357,234.7236900443029,265.16519594189964,13.333333333333334,22,3
686,189.99167674026003,258.28442133649867,200.69390405693488,257.79899235021367,220.73767607751057,258.3825299756242,232.6089375967857,263.8117472449311,15.0,22,3
687,185.487186443768,256.1561390619939,196.73737344726305,255.4489239177294,213.2165640579865,257.72450715598524,230.460989270654,262.32083953461955,16.666666666666668,22,3
688,181.20059147665722,253.4119594871275,192.42170409033025,252.9983649642294,209.69823002192018,255.2693058862176,228.3058124241966,260.72329789161546,18.333333333333336,22,3
689,177.41086022806414,251.39252477066523,188.79289922169,250.68839920694487,206.40129648802534,253.31325758743841,226.1622072556818,259.04501680013675,20.0,22,3
690,173.00715325503324,205.99046464341023,177.65150894216637,210.34227892266924,186.60210782124926,215.9239856209122,212.72709681142095,235.10249597860113,0.0,23,3
691,194.08289039472484,222.17820998458032,208.1765019299568,233.79448085097445,222.50835359581,244.60753684129375,237.36728366304007,256.2297231618494,0.1,23,3
692,207.7292724141997,233.00598951545584,223.51018097092054,245.89015645639853,236.72368743817074,256.3571965623964,245.70085122535002,263.58680819172656,0.2,23,3
693,216.85519521824529,240.55751259600916,231.65895032377327,252.6656501553418,242.05501633569844,260.9118376012744,248.52509697222467,266.223876717634,0.30000000000000004,23,3
694,223.0703708505931,245.95098601269135,236.11169121089563,256.6388057020098,244.67963708501242,263.458017281781,249.483414986805,267.2398941210198,0.4,23,3
695,227.47973879075195,250.02035606853318,238.59813687927303,259.0812807841221,245.47759581956936,264.36701883629104,249.3796082015482,267.25963400844057,0.5,23,3
696,230.4587281656377,252.93412153667933,240.00761566739928,260.66227668515484,245.72144294396017,264.8102279363496,249.19151777454914,267.2219065333006,0.6000000000000001,23,3
697,232.54583431928546,255.40159529015185,240.8107493576682,261.7445966499282,246.15833979666914,265.5083569159207,249.42566139872227,267.62200968992727,0.7000000000000001,23,3
698,234.1078346629715,257.2587635736118,241.26281237536372,262.52973942253277,246.06889827754742,265.6581965517701,249.259725399177,267.6122903558114,0.8,23,3
699,235.09499616728968,258.5818503144054,241.6106595587985,263.42874020776065,246.25748853060963,266.108147630527,249.0948971377923,267.5974394169942,0.9,23,3
700,235.88201583175984,259.76563593791076,241.70557046964774,263.9116545998717,246.12394386353523,266.2147187087397,248.97092959351755,267.6352826263131,1.0,23,3
701,237.28944671597006,263.001075410378,241.4493152072742,265.16661312832264,245.5559009119464,266.7328396473123,248.97708022194422,268.2555637365842,1.4,23,3
702,237.0343081987949,264.82046560196557,240.92850597817068,266.11196960473194,245.54698225578858,267.644843918201,248.63885863585406,268.4978644909798,1.8,23,3
703,236.2116326207629,265.97705752387714,240.20052109406228,266.9273996663324,245.16011181102706,268.12690949293665,248.22854869351357,268.64976645259657,2.2,23,3
704,235.0483536904748,266.6892844412168,239.63511624505023,267.7984707980377,244.6729571931104,268.4691347048329,247.73478880650822,268.7841496062659,2.6,23,3
705,233.75790669131246,267.2498206581047,238.81841342522551,268.3737954265453,244.07165753570686,268.7294281662364,247.31607348147378,268.8965331423437,3.0,23,3
706,232.3597616671023,267.58085624600955,237.89257193942544,268.723076893796,243.50066806662377,268.92210219073013,246.90283595339312,268.99139193098006,3.4000000000000004,23,3
707,230.90182743588858,267.8203756249687,236.82627909811666,268.9142261111453,242.90588022790973,269.05194635733335,246.4918504533677,269.06798162508005,3.8000000000000003,23,3
708,229.39519314265314,267.92330958531204,235.74172242574863,268.9963772199465,242.24187722452146,269.1199542166464,246.08106348214983,269.1256315719515,4.2,23,3
709,227.87527525769397,268.0163695156841,234.5873873586754,268.9813372030575,241.59025359534593,269.13401864621704,245.6689666435258,269.16387501541396,4.6,23,3
710,226.56364551329946,268.2175340342205,233.43631162020725,268.8938575007045,240.9206872705714,269.0956304392947,245.1958083598545,269.1826701132467,5.0,23,3
711,220.5947246215473,267.7799914799536,228.45020029428645,267.8804953789233,237.8688850555454,268.4338729970792,243.41315468250733,269.0468493230129,6.666666666666667,23,3
712,212.29919023263045,266.80820198789024,223.23614812680404,265.90338768728515,234.3361624553387,266.85653370742267,241.5011981475793,268.5820037450045,8.333333333333334,23,3
713,206.1945613787263,264.9269537000853,218.42708035998768,263.7595023485778,230.9861860220322,265.13282457822703,239.1294539584207,267.4287736287864,10.0,23,3
714,200.3284641785559,262.91447913155156,210.2111644055056,262.5486737826937,227.59059070106034,263.08851332296643,237.0843312308627,266.440205261903,11.666666666666668,23,3
715,195.18369283068037,260.6507904221778,205.54268532702508,260.50061570957854,224.2190391059891,260.8341651137384,234.96385544430302,265.23959332909396,13.333333333333334,23,3
716,190.1429740157744,258.359737995382,200.85423180764087,257.8872362779017,220.9217693799616,258.45230762320915,232.83214562013154,263.8780325252009,15.0,23,3
717,185.6145841782672,256.23528975501847,196.87988177235331,255.5196287693219,213.3932785146716,257.7948271521098,230.66910190051559,262.37963306660595,16.666666666666668,23,3
718,181.31634406208948,253.48391826006656,192.5615757728025,253.05749680776603,209.86647232669702,255.33067045914203,228.50387996074633,260.77675179358795,18.333333333333336,23,3
719,177.5191120064466,251.4481737001897,188.90469003375145,250.75150260923743,206.55947959646187,253.357494439968,226.34172318247312,259.08982851996126,20.0,23,3
720,173.7183826289743,209.8953603355164,176.56825275617365,211.38326674250854,184.18260947133223,214.70691859561774,210.5026863526893,232.39619322936258,0.0,24,3
721,195.41985563891592,224.49185640844954,208.67513895792237,233.69186305580882,224.44506827405482,245.0467266911897,240.16417364071745,256.7183575211417,0.1,24,3
722,209.6485874472308,234.53625668419426,225.39717238770646,245.9372109153052,239.4199297674855,256.4584901787158,248.8499167947114,263.79325564580955,0.2,24,3
723,219.12625904060081,241.82558026955408,234.3785241263821,252.92310548372765,246.00555089729679,261.95618967291364,252.31852405574665,266.902975211014,0.30000000000000004,24,3
724,225.94567588936206,247.376227436824,239.25685412810674,257.22346954982646,248.3874933527262,264.0528443902964,253.55394936192715,268.14210106597045,0.4,24,3
725,230.34694643031938,251.02997583816068,242.32895533834395,260.13573417732056,249.81746089647194,265.5803701233034,253.98764918887403,268.6900720647616,0.5,24,3
726,233.70362415212867,254.0793067865814,243.98079197998675,261.8660414319227,250.16636620597566,266.09833007345344,253.7594319183349,268.5973059693948,0.6000000000000001,24,3
727,236.07071638762255,256.3887028220142,244.96890186451404,263.0771977392776,250.5055478218948,266.81880484494775,253.59270029437658,268.5797429854384,0.7000000000000001,24,3
728,237.76790160604122,258.1981203075155,245.56583692863308,263.9725473679919,250.49397027639841,267.04742904606263,253.76662902008766,268.9195984875013,0.8,24,3
729,239.09151299061716,259.7652680927896,245.9237319628953,264.6683098139106,250.4171984387733,267.21070829855904,253.5241629526219,268.8215115441048,0.9,24,3
730,240.0067750201227,260.99456199376,246.12884351453854,265.2317819657499,250.47416946510452,267.5203576425925,253.47268309950704,268.922842993079,1.0,24,3
731,241.60869016261972,264.4392554121951,246.2944808354399,267.00668588919643,250.26051859610615,268.27288856081407,253.35409777592474,269.520284275305,1.4,24,3
732,241.74810978033398,266.5152996174349,245.78980677576666,268.0119652479137,250.22926876354524,269.19221052053643,253.0531689091695,269.8116810753131,1.8,24,3
733,241.05304143318787,267.87249708870434,245.19387821961374,268.89536037874126,249.8653715334109,269.7764792611676,252.67107138536494,270.00441213150503,2.2,24,3
734,240.05584658768538,268.8324357637908,244.36712387798687,269.63399692990924,249.40668132218067,270.18886906202624,252.27689260456606,270.16789978040504,2.6,24,3
735,238.67947538437622,269.3806017717032,243.64518172438076,270.3243465467771,248.88189440705187,270.49899687725406,251.87726925937818,270.30920441925116,3.0,24,3
736,237.27995811515137,269.84722835389306,242.67383254128472,270.7359758728968,248.30355779517464,270.7255051267686,251.47157257400224,270.42816319514964,3.4000000000000004,24,3
737,235.74024894773825,270.0724301831686,241.5927850229344,270.96340737699853,247.65158908948135,270.8771610454665,251.01953496259392,270.52810962298616,3.8000000000000003,24,3
738,234.17993398191726,270.2315682010664,240.4172973762182,271.05390916460817,246.98453483040748,270.9574204389579,250.59437090028595,270.6004657046866,4.2,24,3
739,232.5508364791739,270.23379301087374,239.1975823514064,271.03782701648925,246.2814003123118,270.9723452036172,250.16292154755493,270.6484865810866,4.6,24,3
740,230.9147939315638,270.16249051323786,237.9350894074886,270.9325204039039,245.53204569849447,270.9264537317019,249.72338152949337,270.6723514211242,5.0,24,3
741,224.38692182384852,269.61877759157585,232.51581257931085,269.7959927699862,242.186369136441,270.18240406010125,247.7661071858728,270.52060934153474,6.666666666666667,24,3
742,217.98341364516773,268.06012455071976,227.05280166001143,267.8653644817574,238.50715221602107,268.6928212154233,245.66832557909265,269.99351010575236,8.333333333333334,24,3
743,209.2173369478502,266.603880419052,221.7842052501812,265.51108229731176,234.7665821771221,266.78958437799696,243.25074199546685,268.9382948930605,10.0,24,3
744,203.161463477439,264.57905132758515,213.2261658298803,264.199415712747,231.00077758559368,264.5652367992389,240.94856805651273,267.8280460032802,11.666666666666668,24,3
745,197.56080813465857,262.081088032759,208.23049364667605,261.8034129915892,227.28005490149053,262.1358191914595,238.58962147584177,266.5045066934451,13.333333333333334,24,3
746,192.361612414845,259.5794718929808,203.23111533168182,259.2676707329319,223.65724258253934,259.5864588576004,236.20254689164213,265.0149856888781,15.0,24,3
747,187.49788231548084,257.45315839409363,198.96627166114445,256.63508951568764,219.9932757822828,256.80555582061885,233.7966772333464,263.39379185368364,16.666666666666668,24,3
748,183.01632322252777,254.5987798576982,194.58464487092644,254.01207774090906,212.3217543715194,256.3225990815628,231.40260066034074,261.67455764066057,18.333333333333336,24,3
749,178.8004998081257,251.96414443374283,190.2797569709684,251.41334665142585,208.8374642473344,254.09448584148262,229.0238422621709,259.87812711883186,20.0,24,3
750,178.36200575136039,206.93651771269887,181.48095925841457,208.76753571844398,191.7678756634433,216.60976955396578,214.6399214373189,236.94723906104363,0.0,25,17
751,196.2236920426899,222.86998007625576,207.13111783991675,231.91924817106582,221.32169541568305,244.21151830133664,234.96371566907897,256.630182178223,0.1,25,17
752,207.90918512292282,233.60302455628695,221.00059110140464,245.018899387316,232.71321874121062,255.2106735420405,241.54684809304732,263.09644846771323,0.2,25,17
753,215.51826284567335,240.79715665475092,228.0509838832485,251.84581365907533,237.52482198931096,260.0502295408299,242.75133978652946,264.44662941744224,0.30000000000000004,25,17
754,220.7346215431538,245.94760345860692,231.8784678148262,255.77402967586463,239.7692783960857,262.4843844271008,243.88404052037,265.7562500198009,0.4,25,17
755,224.30748527101278,249.66073508428232,233.99269966294915,258.14367970799424,240.34699759106076,263.2812004503276,244.27966699275922,266.3169422482004,0.5,25,17
756,226.77111568656022,252.39300854733133,235.16986999946255,259.64944916003634,240.89890422435835,264.0924578461406,244.3907422525465,266.59043797243726,0.6000000000000001,25,17
757,228.46901909753348,254.44001512059913,235.82213662970528,260.6639677201103,240.81680686548802,264.25623584373994,243.95109946675993,266.3166220579041,0.7000000000000001,25,17
758,229.73560623615313,256.1182961987671,236.1727918028521,261.3910554440664,240.6347009212713,264.31932471131944,243.63849079191186,266.1643705211341,0.8,25,17
759,230.5088122105695,257.5703945291408,236.4505874849665,262.0574274133489,240.82699364852292,264.7652841211924,243.66239739489902,266.3415568963291,0.9,25,17
760,231.13732170412754,258.6945132459871,236.2987876668117,262.2707266726448,240.44671769393722,264.6178654218447,243.4815241771627,266.31148880902526,1.0,25,17
761,231.93031077001663,261.42007313697525,235.87372534790296,263.51241959446406,240.21150817044398,265.32465444764955,243.5549435619681,266.9780583055388,1.4,25,17
762,231.46131775717777,262.98320785376694,235.22177221687406,264.27470459093263,240.01170370377832,266.1024774074555,243.18877179048866,267.1768436419605,1.8,25,17
763,230.5660733797441,263.92118424103273,234.58319072502937,265.132864888785,239.55766280306293,266.4901339685158,242.76225217450076,267.29247410965536,2.2,25,17
764,229.33689157853996,264.5367502917735,234.0929023425796,265.9508569815174,239.04528626447595,266.7625525548902,242.34052246228194,267.3896880292452,2.6,25,17
765,228.02695233729173,264.95272464665914,233.25561411230692,266.4144226190844,238.51523262511873,266.97114048583643,241.84385365976613,267.4724462142398,3.0,25,17
766,226.71903918339672,265.27268785413486,232.35976002279378,266.7016973054592,237.88217758936506,267.1180164630697,241.4267640519687,267.544320657374,3.4000000000000004,25,17
767,225.36502945950528,265.51650568677707,231.34905625932925,266.85495040910547,237.31947141160634,267.22226107019316,241.023649655153,267.6022969708409,3.8000000000000003,25,17
768,224.19253194319703,265.91347299888423,230.34943447026114,266.9249011625143,236.74925895283954,267.2784448828981,240.6287571324418,267.6455415748588,4.2,25,17
769,223.03929370697438,266.21252672414454,229.28489170566235,266.90735046669397,236.10008374185227,267.27848898905944,240.2394119809456,267.6734469723912,4.6,25,17
770,221.76940640777096,266.3373301507277,228.24559810170805,266.83356125437155,235.49795287185972,267.2425969917668,239.8537194055371,267.6855812403929,5.0,25,17
771,216.16735139788145,265.8290638108921,223.7403036920269,265.9312511632026,232.7808769394093,266.6464681350222,238.16568697889664,267.55351139629545,6.666666666666667,25,17
772,208.0706809258994,264.6430080822996,218.8237768765053,263.9096154298766,229.4394534491948,264.983414353049,236.46629612969554,267.1402479179913,8.333333333333334,25,17
773,202.6296461788804,263.1909402239195,211.4106168885198,263.13122085301444,226.51200342948613,263.4359449869503,234.72712266680324,266.46888933851005,10.0,25,17
774,197.42363441250188,261.5616842521405,207.01796792226577,261.27332011453086,223.51175040261373,261.5689303641884,232.4096481513454,265.0190663567151,11.666666666666668,25,17
775,192.34267569427226,259.1377525953751,202.25718512431803,259.10491935615556,220.54902036007945,259.5049235318538,230.56723952434564,263.94043505036217,13.333333333333334,25,17
776,187.8241687946627,257.6303104717531,198.39753789506426,256.8852795381693,217.61008357558728,257.29547026944965,228.71562761747924,262.70673916026897,15.0,25,17
777,183.33097225242196,254.875240930788,194.28473692952227,254.33768207998418,210.16230802700161,256.59678596109165,226.81940795935844,261.3319331701442,16.666666666666668,25,17
778,179.22092231769892,252.25916680976732,190.03622650258416,252.02962772231766,207.19186220560903,254.77913745197947,224.89641763571677,259.84214779885536,18.333333333333336,25,17
